8. НАСЕЛЕНИЕ ОТДЕЛЬНЫХ НАЦИОНАЛЬНОСТЕЙ ПО ВОЗРАСТНЫМ ГРУППАМ, ПОЛУ И СОСТОЯНИЮ В БРАКЕ																
																
																
	Мужчины	в том числе							Женщины	в том числе						
		состоящие в браке	из них		никогда не состоявшие в браке	вдовые	разошед-шиеся	не указавшие состояние в браке		состоящие в браке	из них		никогда не состоявшие в браке	вдовые	разошед-шиеся	не указавшие состояние в браке
			в зарегистри-рованном браке	в незарегистри-рованном браке							в зарегистри-рованном браке	в незарегистри-рованном браке				
Все население в возрасте 16 лет и более, включая лиц до 16 лет, указавших состояние в браке																
55-59	4289.0	3713.0	3433.0	280.0	72.0	168.0	331.0	5.0	4678.0	2865.0	2646.0	219.0	152.0	927.0	730.0	4.0
60-64	8277.0	7080.0	6544.0	536.0	104.0	609.0	481.0	3.0	9623.0	5093.0	4757.0	336.0	237.0	3070.0	1221.0	2.0
65-69	5923.0	4941.0	4598.0	343.0	67.0	641.0	273.0	1.0	7669.0	3640.0	3392.0	248.0	199.0	3122.0	705.0	3.0
70 и более	10515.0	7234.0	6718.0	516.0	69.0	3001.0	205.0	6.0	18647.0	4269.0	3981.0	288.0	914.0	12464.0	989.0	11.0
возраст не указан	21.0	13.0	12.0	1.0	3.0	1.0	1.0	3.0	10.0	6.0	5.0	1.0	1.0	-	1.0	2.0
Кабардинцы	86010.0	48720.0	47101.0	1619.0	31230.0	1886.0	4136.0	38.0	98883.0	47285.0	45885.0	1400.0	28411.0	11660.0	11502.0	25.0
в том числе в возрасте, лет:																
до 16	1.0	1.0	1.0	-		-	-		4.0	4.0	2.0	2.0		-	-	
16-17	5223.0	7.0	5.0	2.0	5209.0	-	4.0	3.0	5029.0	70.0	55.0	15.0	4949.0	-	5.0	5.0
18-19	6004.0	42.0	34.0	8.0	5955.0	2.0	3.0	2.0	6069.0	428.0	394.0	34.0	5612.0	2.0	26.0	1.0
20-24	12651.0	1512.0	1412.0	100.0	11030.0	3.0	98.0	8.0	13568.0	3835.0	3688.0	147.0	9240.0	38.0	452.0	3.0
25-29	9809.0	4354.0	4136.0	218.0	5016.0	10.0	426.0	3.0	10415.0	5356.0	5181.0	175.0	3808.0	133.0	1116.0	2.0
30-34	8995.0	5955.0	5715.0	240.0	2271.0	38.0	727.0	4.0	9833.0	6121.0	5894.0	227.0	1746.0	278.0	1685.0	3.0
35-39	8953.0	7246.0	6989.0	257.0	895.0	55.0	751.0	6.0	11131.0	7541.0	7308.0	233.0	1027.0	540.0	2021.0	2.0
40-44	9580.0	8202.0	7943.0	259.0	467.0	96.0	812.0	3.0	11406.0	7741.0	7526.0	215.0	789.0	799.0	2073.0	4.0
45-49	7348.0	6553.0	6381.0	172.0	170.0	118.0	504.0	3.0	8552.0	5675.0	5529.0	146.0	486.0	887.0	1501.0	3.0
50-54	5592.0	4973.0	4827.0	146.0	110.0	163.0	342.0	4.0	6529.0	4056.0	3982.0	74.0	280.0	1160.0	1032.0	1.0
55-59	3128.0	2772.0	2704.0	68.0	30.0	167.0	157.0	2.0	3616.0	1998.0	1963.0	35.0	143.0	944.0	530.0	1.0
60-64	3902.0	3376.0	3301.0	75.0	48.0	302.0	176.0	-	5266.0	2461.0	2407.0	54.0	158.0	2070.0	577.0	-
65-69	2407.0	1999.0	1953.0	46.0	18.0	307.0	83.0	-	3157.0	1174.0	1152.0	22.0	76.0	1619.0	288.0	-
70 и более	2415.0	1726.0	1698.0	28.0	11.0	625.0	53.0	-	4307.0	825.0	804.0	21.0	97.0	3189.0	196.0	-
возраст не указан	2.0	2.0	2.0	-	-	-	-	-	1.0	-	-	-	-	1.0	-	-
Осетины	123758.0	72145.0	65199.0	6946.0	41243.0	3588.0	6508.0	274.0	138745.0	66055.0	59710.0	6345.0	35097.0	23606.0	13736.0	251.0
в том числе в возрасте, лет:																
до 16	1.0	1.0	1.0	-		-	-		3.0	3.0	1.0	2.0		-	-	
16-17	6040.0	10.0	8.0	2.0	6007.0	4.0	1.0	18.0	5661.0	84.0	47.0	37.0	5570.0	1.0	2.0	4.0
18-19	6259.0	53.0	28.0	25.0	6187.0	2.0	7.0	10.0	5966.0	348.0	209.0	139.0	5581.0	1.0	25.0	11.0
20-24	13387.0	1420.0	985.0	435.0	11853.0	7.0	83.0	24.0	13236.0	3314.0	2397.0	917.0	9528.0	43.0	334.0	17.0
25-29	12568.0	4665.0	3635.0	1030.0	7472.0	15.0	383.0	33.0	12780.0	6457.0	5236.0	1221.0	5163.0	144.0	991.0	25.0
30-34	12586.0	7571.0	6248.0	1323.0	4170.0	28.0	790.0	27.0	12871.0	7977.0	6850.0	1127.0	2822.0	402.0	1648.0	22.0
35-39	13020.0	9453.0	8301.0	1152.0	2429.0	56.0	1054.0	28.0	13928.0	9313.0	8400.0	913.0	1840.0	675.0	2084.0	16.0
40-44	13288.0	10453.0	9425.0	1028.0	1486.0	105.0	1227.0	17.0	14304.0	9683.0	8980.0	703.0	1295.0	1033.0	2261.0	32.0
45-49	10204.0	8489.0	7908.0	581.0	682.0	111.0	904.0	18.0	11223.0	7377.0	6996.0	381.0	870.0	1226.0	1743.0	7.0
50-54	8718.0	7464.0	7053.0	411.0	362.0	178.0	700.0	14.0	9640.0	6025.0	5721.0	304.0	592.0	1578.0	1428.0	17.0
55-59	5014.0	4334.0	4117.0	217.0	148.0	176.0	352.0	4.0	6063.0	3484.0	3326.0	158.0	335.0	1450.0	784.0	10.0
60-64	8106.0	6863.0	6543.0	320.0	212.0	516.0	510.0	5.0	10844.0	5427.0	5208.0	219.0	498.0	3756.0	1151.0	12.0
65-69	6371.0	5334.0	5127.0	207.0	136.0	602.0	293.0	6.0	8059.0	3445.0	3316.0	129.0	374.0	3588.0	643.0	9.0
70 и более	8105.0	6013.0	5800.0	213.0	95.0	1786.0	204.0	7.0	14064.0	3089.0	2998.0	91.0	622.0	9707.0	638.0	8.0
возраст не указан	91.0	22.0	20.0	2.0	4.0	2.0	-	63.0	103.0	29.0	25.0	4.0	7.0	2.0	4.0	61.0
Даргинцы	62986.0	36684.0	34229.0	2455.0	23377.0	1020.0	1832.0	73.0	60744.0	34160.0	32135.0	2025.0	16653.0	5272.0	4636.0	23.0
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		4.0	4.0	3.0	1.0		-	-	
16-17	4583.0	6.0	4.0	2.0	4571.0	-	2.0	4.0	4286.0	56.0	41.0	15.0	4221.0	2.0	3.0	4.0
18-19	6063.0	32.0	26.0	6.0	6026.0	1.0	1.0	3.0	5285.0	486.0	394.0	92.0	4785.0	1.0	12.0	1.0
20-24	10187.0	1194.0	1024.0	170.0	8919.0	5.0	53.0	16.0	9263.0	3651.0	3257.0	394.0	5310.0	25.0	277.0	-
25-29	7075.0	4244.0	3786.0	458.0	2584.0	10.0	226.0	11.0	7096.0	5046.0	4663.0	383.0	1281.0	83.0	684.0	2.0
30-34	7351.0	6096.0	5611.0	485.0	794.0	19.0	428.0	14.0	7165.0	5573.0	5273.0	300.0	476.0	198.0	914.0	4.0
35-39	7144.0	6469.0	6050.0	419.0	268.0	32.0	367.0	8.0	7018.0	5652.0	5339.0	313.0	247.0	276.0	838.0	5.0
40-44	6648.0	6164.0	5840.0	324.0	123.0	44.0	311.0	6.0	6349.0	5011.0	4810.0	201.0	152.0	414.0	770.0	2.0
45-49	4326.0	4058.0	3871.0	187.0	45.0	47.0	176.0	-	4161.0	3183.0	3073.0	110.0	83.0	398.0	496.0	1.0
50-54	2958.0	2757.0	2621.0	136.0	27.0	72.0	97.0	5.0	2726.0	1966.0	1895.0	71.0	32.0	441.0	286.0	1.0
55-59	1366.0	1256.0	1210.0	46.0	6.0	51.0	52.0	1.0	1425.0	959.0	924.0	35.0	12.0	346.0	108.0	-
60-64	1856.0	1645.0	1581.0	64.0	6.0	154.0	51.0	-	1892.0	1068.0	1039.0	29.0	19.0	686.0	117.0	2.0
65-69	1542.0	1355.0	1283.0	72.0	2.0	143.0	42.0	-	1715.0	838.0	796.0	42.0	15.0	789.0	73.0	-
70 и более	1882.0	1407.0	1321.0	86.0	6.0	442.0	26.0	1.0	2348.0	664.0	625.0	39.0	17.0	1612.0	55.0	-
возраст не указан	5.0	1.0	1.0	-	-	-	-	4.0	11.0	3.0	3.0	-	3.0	1.0	3.0	1.0
Буряты	68595.0	37698.0	33037.0	4661.0	25869.0	1828.0	2992.0	208.0	83243.0	37127.0	32326.0	4801.0	29741.0	9332.0	6862.0	181.0
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		2.0	1.0	-	1.0		1.0	-	
16-17	4874.0	13.0	4.0	9.0	4735.0	-	1.0	125.0	5369.0	38.0	12.0	26.0	5223.0	3.0	2.0	103.0
18-19	6227.0	117.0	61.0	56.0	6089.0	1.0	1.0	19.0	6295.0	314.0	159.0	155.0	5962.0	2.0	9.0	8.0
20-24	11032.0	2186.0	1542.0	644.0	8771.0	6.0	48.0	21.0	11389.0	3167.0	2307.0	860.0	8011.0	21.0	171.0	19.0
25-29	8063.0	4663.0	3706.0	957.0	3114.0	8.0	265.0	13.0	8778.0	4877.0	3996.0	881.0	3218.0	117.0	556.0	10.0
30-34	6327.0	4636.0	3901.0	735.0	1220.0	37.0	426.0	8.0	7426.0	4724.0	4060.0	664.0	1663.0	222.0	814.0	3.0
35-39	6554.0	5218.0	4547.0	671.0	746.0	58.0	525.0	7.0	7935.0	5059.0	4441.0	618.0	1453.0	375.0	1043.0	5.0
40-44	7045.0	5831.0	5272.0	559.0	533.0	100.0	578.0	3.0	9149.0	5834.0	5270.0	564.0	1370.0	663.0	1275.0	7.0
45-49	5688.0	4840.0	4440.0	400.0	305.0	139.0	399.0	5.0	7596.0	4666.0	4248.0	418.0	1099.0	769.0	1060.0	2.0
50-54	4471.0	3770.0	3491.0	279.0	168.0	162.0	369.0	2.0	5830.0	3425.0	3134.0	291.0	760.0	833.0	805.0	7.0
55-59	1931.0	1636.0	1549.0	87.0	56.0	95.0	142.0	2.0	2642.0	1456.0	1353.0	103.0	277.0	570.0	333.0	6.0
60-64	2331.0	1903.0	1795.0	108.0	63.0	238.0	126.0	1.0	3397.0	1596.0	1481.0	115.0	254.0	1158.0	387.0	2.0
65-69	1530.0	1218.0	1143.0	75.0	27.0	223.0	62.0	-	2315.0	931.0	876.0	55.0	149.0	1041.0	192.0	2.0
70 и более	2512.0	1665.0	1584.0	81.0	37.0	761.0	49.0	-	5113.0	1038.0	988.0	50.0	301.0	3554.0	215.0	5.0
возраст не указан	10.0	2.0	2.0	-	5.0	-	1.0	2.0	7.0	1.0	1.0	-	1.0	3.0	-	2.0
Якуты	52844.0	28820.0	25553.0	3267.0	19790.0	1450.0	2641.0	143.0	66884.0	30174.0	26376.0	3798.0	24272.0	6666.0	5580.0	192.0
в том числе в возрасте, лет:																
до 16	1.0	-	-	-		1.0	-		2.0	2.0	1.0	1.0		-	-	
16-17	3567.0	25.0	10.0	15.0	3506.0	-	2.0	34.0	4077.0	49.0	21.0	28.0	3981.0	-	4.0	43.0
18-19	4702.0	190.0	127.0	63.0	4484.0	2.0	5.0	21.0	5631.0	425.0	285.0	140.0	5176.0	2.0	12.0	16.0
20-24	8304.0	2219.0	1772.0	447.0	5981.0	4.0	76.0	24.0	9274.0	3228.0	2549.0	679.0	5772.0	26.0	228.0	20.0
25-29	6295.0	3755.0	3104.0	651.0	2220.0	9.0	300.0	11.0	7080.0	4086.0	3363.0	723.0	2358.0	82.0	531.0	23.0
30-34	5624.0	3954.0	3362.0	592.0	1192.0	27.0	445.0	6.0	6449.0	3898.0	3313.0	585.0	1547.0	184.0	814.0	6.0
35-39	5612.0	4239.0	3721.0	518.0	830.0	49.0	488.0	6.0	6872.0	4201.0	3673.0	528.0	1404.0	302.0	948.0	17.0
40-44	5117.0	3963.0	3579.0	384.0	626.0	67.0	450.0	11.0	7302.0	4495.0	4020.0	475.0	1316.0	450.0	1027.0	14.0
45-49	4071.0	3197.0	2936.0	261.0	435.0	80.0	350.0	9.0	5740.0	3456.0	3158.0	298.0	984.0	561.0	729.0	10.0
50-54	2869.0	2283.0	2158.0	125.0	236.0	112.0	232.0	6.0	4319.0	2426.0	2278.0	148.0	739.0	613.0	530.0	11.0
55-59	1709.0	1393.0	1323.0	70.0	93.0	99.0	123.0	1.0	2663.0	1354.0	1272.0	82.0	373.0	630.0	300.0	6.0
60-64	1560.0	1262.0	1210.0	52.0	77.0	149.0	69.0	3.0	2248.0	1073.0	1019.0	54.0	217.0	742.0	211.0	5.0
65-69	1415.0	1087.0	1043.0	44.0	55.0	220.0	50.0	3.0	2034.0	820.0	794.0	26.0	177.0	912.0	118.0	7.0
70 и более	1993.0	1253.0	1208.0	45.0	55.0	631.0	50.0	4.0	3188.0	660.0	629.0	31.0	226.0	2161.0	128.0	13.0
возраст не указан	5.0	-	-	-	-	-	1.0	4.0	5.0	1.0	1.0	-	2.0	1.0	-	1.0
Кумыки	68085.0	40309.0	37275.0	3034.0	23918.0	1252.0	2566.0	40.0	73871.0	39651.0	36657.0	2994.0	19961.0	7156.0	7088.0	15.0
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		2.0	2.0	2.0	-		-	-	
16-17	5178.0	10.0	6.0	4.0	5155.0	1.0	3.0	9.0	5037.0	74.0	54.0	20.0	4950.0	2.0	5.0	6.0
18-19	5970.0	51.0	36.0	15.0	5912.0	-	1.0	6.0	5687.0	520.0	399.0	121.0	5132.0	2.0	32.0	1.0
20-24	10414.0	1547.0	1297.0	250.0	8772.0	4.0	80.0	11.0	10933.0	3810.0	3317.0	493.0	6669.0	23.0	429.0	2.0
25-29	7623.0	4518.0	3956.0	562.0	2731.0	19.0	354.0	1.0	8250.0	5372.0	4778.0	594.0	1757.0	93.0	1026.0	2.0
30-34	7242.0	5825.0	5232.0	593.0	794.0	37.0	586.0	-	7904.0	5776.0	5276.0	500.0	671.0	184.0	1273.0	-
35-39	7158.0	6300.0	5820.0	480.0	301.0	52.0	502.0	3.0	8035.0	6244.0	5834.0	410.0	327.0	272.0	1190.0	2.0
40-44	7347.0	6760.0	6360.0	400.0	132.0	57.0	395.0	3.0	7690.0	5950.0	5626.0	324.0	198.0	445.0	1097.0	-
45-49	5130.0	4754.0	4528.0	226.0	49.0	62.0	262.0	3.0	5475.0	4075.0	3895.0	180.0	118.0	458.0	824.0	-
50-54	3927.0	3639.0	3487.0	152.0	36.0	95.0	156.0	1.0	4188.0	2909.0	2781.0	128.0	49.0	674.0	556.0	-
55-59	1863.0	1704.0	1632.0	72.0	10.0	65.0	84.0	-	2133.0	1342.0	1283.0	59.0	30.0	523.0	238.0	-
60-64	2356.0	2101.0	2001.0	100.0	15.0	163.0	77.0	-	2897.0	1626.0	1565.0	61.0	27.0	1034.0	209.0	1.0
65-69	1768.0	1538.0	1447.0	91.0	7.0	186.0	37.0	-	2350.0	1069.0	1020.0	49.0	17.0	1150.0	114.0	-
70 и более	2102.0	1559.0	1470.0	89.0	3.0	511.0	29.0	-	3286.0	879.0	825.0	54.0	16.0	2296.0	95.0	-
возраст не указан	7.0	3.0	3.0	-	1.0	-	-	3.0	4.0	3.0	2.0	1.0	-	-	-	1.0
Ингуши	59442.0	29246.0	26389.0	2857.0	27118.0	1042.0	1649.0	387.0	62801.0	28239.0	25756.0	2483.0	23938.0	7083.0	3201.0	340.0
в том числе в возрасте, лет:																
до 16	4.0	4.0	2.0	2.0		-	-		4.0	3.0	3.0	-		-	1.0	
16-17	4034.0	18.0	12.0	6.0	3947.0	-	4.0	65.0	4313.0	78.0	47.0	31.0	4162.0	2.0	8.0	63.0
18-19	4553.0	72.0	47.0	25.0	4422.0	1.0	8.0	50.0	4231.0	279.0	188.0	91.0	3878.0	5.0	32.0	37.0
20-24	9431.0	862.0	663.0	199.0	8391.0	17.0	93.0	68.0	9537.0	2060.0	1734.0	326.0	7131.0	52.0	220.0	74.0
25-29	7263.0	2017.0	1678.0	339.0	4966.0	37.0	193.0	50.0	7871.0	3337.0	2910.0	427.0	3881.0	191.0	430.0	32.0
30-34	7124.0	3617.0	3126.0	491.0	3050.0	67.0	355.0	35.0	7464.0	4164.0	3708.0	456.0	2325.0	329.0	618.0	28.0
35-39	6303.0	4499.0	3946.0	553.0	1396.0	69.0	316.0	23.0	6875.0	4490.0	4087.0	403.0	1286.0	504.0	577.0	18.0
40-44	6466.0	5415.0	4939.0	476.0	606.0	111.0	319.0	15.0	6459.0	4551.0	4239.0	312.0	645.0	709.0	541.0	13.0
45-49	4394.0	3960.0	3652.0	308.0	173.0	97.0	153.0	11.0	4639.0	3268.0	3098.0	170.0	345.0	667.0	354.0	5.0
50-54	2977.0	2721.0	2574.0	147.0	77.0	74.0	98.0	7.0	2954.0	1988.0	1886.0	102.0	127.0	638.0	194.0	7.0
55-59	1540.0	1405.0	1344.0	61.0	32.0	60.0	42.0	1.0	1795.0	1120.0	1088.0	32.0	52.0	534.0	89.0	-
60-64	1867.0	1693.0	1603.0	90.0	21.0	112.0	41.0	-	2330.0	1343.0	1281.0	62.0	42.0	880.0	62.0	3.0
65-69	1487.0	1349.0	1283.0	66.0	7.0	114.0	16.0	1.0	1763.0	834.0	802.0	32.0	26.0	859.0	42.0	2.0
70 и более	1905.0	1595.0	1502.0	93.0	17.0	281.0	9.0	3.0	2483.0	702.0	665.0	37.0	31.0	1711.0	28.0	11.0
возраст не указан	94.0	19.0	18.0	1.0	13.0	2.0	2.0	58.0	83.0	22.0	20.0	2.0	7.0	2.0	5.0	47.0
Лезгины	72764.0	43922.0	41829.0	2093.0	25548.0	1069.0	2147.0	78.0	67832.0	39088.0	37907.0	1181.0	19722.0	4569.0	4396.0	57.0
в том числе в возрасте, лет:																
до 16	1.0	1.0	1.0	-		-	-		1.0	1.0	1.0	-		-	-	
16-17	5380.0	10.0	5.0	5.0	5354.0	-	1.0	15.0	5113.0	63.0	44.0	19.0	5028.0	1.0	6.0	15.0
18-19	6799.0	28.0	21.0	7.0	6757.0	3.0	3.0	8.0	6034.0	412.0	383.0	29.0	5604.0	3.0	7.0	8.0
20-24	10694.0	1442.0	1290.0	152.0	9180.0	4.0	51.0	17.0	10373.0	3940.0	3755.0	185.0	6180.0	19.0	231.0	3.0
25-29	8021.0	4934.0	4534.0	400.0	2815.0	20.0	247.0	5.0	7900.0	5679.0	5430.0	249.0	1567.0	53.0	597.0	4.0
30-34	8214.0	6908.0	6435.0	473.0	834.0	31.0	434.0	7.0	7704.0	6198.0	5980.0	218.0	554.0	139.0	808.0	5.0
35-39	8501.0	7714.0	7364.0	350.0	321.0	37.0	418.0	11.0	7866.0	6492.0	6325.0	167.0	325.0	231.0	815.0	3.0
40-44	8801.0	8171.0	7870.0	301.0	144.0	49.0	435.0	2.0	7951.0	6534.0	6384.0	150.0	200.0	420.0	788.0	9.0
45-49	5726.0	5360.0	5204.0	156.0	73.0	66.0	224.0	3.0	5186.0	4080.0	3998.0	82.0	114.0	472.0	514.0	6.0
50-54	3851.0	3584.0	3481.0	103.0	35.0	80.0	148.0	4.0	3453.0	2578.0	2545.0	33.0	74.0	498.0	300.0	3.0
55-59	1472.0	1354.0	1327.0	27.0	9.0	55.0	53.0	1.0	1318.0	897.0	885.0	12.0	29.0	286.0	106.0	-
60-64	2186.0	1956.0	1901.0	55.0	12.0	150.0	67.0	1.0	1787.0	1024.0	1008.0	16.0	20.0	620.0	122.0	1.0
65-69	1518.0	1301.0	1271.0	30.0	5.0	172.0	39.0	1.0	1379.0	674.0	659.0	15.0	10.0	631.0	64.0	-
70 и более	1590.0	1155.0	1122.0	33.0	5.0	402.0	26.0	2.0	1762.0	512.0	506.0	6.0	16.0	1196.0	38.0	-
возраст не указан	10.0	4.0	3.0	1.0	4.0	-	1.0	1.0	5.0	4.0	4.0	-	1.0	-	-	-
Коми	48149.0	29787.0	25587.0	4200.0	13052.0	1641.0	3603.0	66.0	73637.0	37347.0	31948.0	5399.0	15424.0	12704.0	8106.0	56.0
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		-	-	-	-		-	-	
16-17	2194.0	5.0	1.0	4.0	2173.0	-	1.0	15.0	2323.0	34.0	8.0	26.0	2281.0	-	1.0	7.0
18-19	2509.0	68.0	32.0	36.0	2436.0	1.0	2.0	2.0	3123.0	281.0	126.0	155.0	2838.0	-	3.0	1.0
20-24	5420.0	1544.0	946.0	598.0	3811.0	1.0	56.0	8.0	6601.0	2678.0	1724.0	954.0	3773.0	17.0	129.0	4.0
25-29	5074.0	3134.0	2324.0	810.0	1697.0	4.0	237.0	2.0	6116.0	3870.0	2941.0	929.0	1718.0	55.0	470.0	3.0
30-34	3933.0	2807.0	2252.0	555.0	744.0	10.0	366.0	6.0	5039.0	3475.0	2850.0	625.0	801.0	125.0	634.0	4.0
35-39	4696.0	3462.0	2943.0	519.0	659.0	32.0	541.0	2.0	6687.0	4548.0	3899.0	649.0	821.0	289.0	1026.0	3.0
40-44	5981.0	4558.0	4003.0	555.0	611.0	84.0	721.0	7.0	8854.0	6007.0	5302.0	705.0	800.0	581.0	1462.0	4.0
45-49	5362.0	4158.0	3723.0	435.0	430.0	122.0	645.0	7.0	8210.0	5320.0	4814.0	506.0	662.0	849.0	1374.0	5.0
50-54	4337.0	3480.0	3201.0	279.0	248.0	155.0	448.0	6.0	6968.0	4139.0	3776.0	363.0	585.0	1157.0	1082.0	5.0
55-59	1879.0	1529.0	1414.0	115.0	67.0	98.0	184.0	1.0	3095.0	1715.0	1579.0	136.0	222.0	718.0	438.0	2.0
60-64	2474.0	1993.0	1840.0	153.0	88.0	211.0	180.0	2.0	4749.0	2187.0	2032.0	155.0	268.0	1708.0	579.0	7.0
65-69	1913.0	1457.0	1382.0	75.0	52.0	270.0	131.0	3.0	4279.0	1666.0	1566.0	100.0	199.0	1970.0	442.0	2.0
70 и более	2356.0	1582.0	1517.0	65.0	33.0	652.0	89.0	-	7567.0	1417.0	1323.0	94.0	450.0	5233.0	461.0	6.0
возраст не указан	21.0	10.0	9.0	1.0	3.0	1.0	2.0	5.0	26.0	10.0	8.0	2.0	6.0	2.0	5.0	3.0
Тувинцы	33927.0	18266.0	13132.0	5134.0	13877.0	1080.0	693.0	11.0	39691.0	18215.0	13153.0	5062.0	15250.0	4247.0	1969.0	10.0
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		2.0	2.0	1.0	1.0		-	-	
16-17	3075.0	10.0	3.0	7.0	3060.0	1.0	2.0	2.0	3037.0	18.0	5.0	13.0	3012.0	1.0	2.0	4.0
18-19	3364.0	75.0	20.0	55.0	3284.0	1.0	1.0	3.0	3763.0	202.0	41.0	161.0	3552.0	3.0	4.0	2.0
20-24	5996.0	1396.0	525.0	871.0	4568.0	4.0	25.0	3.0	6280.0	1810.0	734.0	1076.0	4392.0	28.0	49.0	1.0
25-29	4586.0	2887.0	1545.0	1342.0	1621.0	15.0	63.0	-	5234.0	3101.0	1823.0	1278.0	1792.0	136.0	205.0	-
30-34	4360.0	3489.0	2379.0	1110.0	697.0	21.0	152.0	1.0	5271.0	3544.0	2547.0	997.0	1043.0	311.0	372.0	1.0
35-39	3996.0	3488.0	2784.0	704.0	319.0	38.0	151.0	-	4905.0	3305.0	2611.0	694.0	695.0	432.0	473.0	-
40-44	3000.0	2632.0	2199.0	433.0	162.0	95.0	111.0	-	3792.0	2445.0	2088.0	357.0	413.0	575.0	358.0	1.0
45-49	1728.0	1467.0	1231.0	236.0	85.0	104.0	72.0	-	2357.0	1469.0	1238.0	231.0	172.0	492.0	224.0	-
50-54	1259.0	1058.0	897.0	161.0	29.0	124.0	48.0	-	1640.0	999.0	881.0	118.0	82.0	446.0	112.0	1.0
55-59	948.0	742.0	649.0	93.0	20.0	154.0	32.0	-	1255.0	634.0	574.0	60.0	47.0	478.0	96.0	-
60-64	799.0	570.0	508.0	62.0	18.0	189.0	22.0	-	1157.0	471.0	422.0	49.0	26.0	608.0	52.0	-
65-69	389.0	241.0	207.0	34.0	7.0	132.0	9.0	-	446.0	132.0	113.0	19.0	12.0	287.0	15.0	-
70 и более	423.0	211.0	185.0	26.0	5.0	202.0	5.0	-	552.0	83.0	75.0	8.0	12.0	450.0	7.0	-
возраст не указан	4.0	-	-	-	2.0	-	-	2.0	-	-	-	-	-	-	-	-
Евреи	108956.0	77184.0	73462.0	3722.0	13519.0	9020.0	8368.0	865.0	103515.0	46111.0	43934.0	2177.0	15120.0	28637.0	12908.0	739.0
в том числе в возрасте, лет:																
до 16	1.0	1.0	1.0	-		-	-		3.0	2.0	1.0	1.0		1.0	-	
16-17	1432.0	9.0	5.0	4.0	1394.0	-	-	29.0	1372.0	30.0	12.0	18.0	1303.0	1.0	3.0	35.0
18-19	1747.0	63.0	31.0	32.0	1647.0	3.0	8.0	26.0	1525.0	115.0	84.0	31.0	1381.0	2.0	6.0	21.0
20-24	4261.0	785.0	611.0	174.0	3315.0	10.0	86.0	65.0	3823.0	1084.0	898.0	186.0	2550.0	14.0	143.0	32.0
25-29	4684.0	2179.0	1877.0	302.0	2167.0	12.0	265.0	61.0	3934.0	2189.0	1952.0	237.0	1289.0	25.0	397.0	34.0
30-34	5439.0	3400.0	3032.0	368.0	1348.0	25.0	588.0	78.0	3929.0	2497.0	2273.0	224.0	685.0	70.0	635.0	42.0
35-39	5435.0	3951.0	3611.0	340.0	709.0	54.0	659.0	62.0	4067.0	2642.0	2456.0	186.0	506.0	102.0	775.0	42.0
40-44	7370.0	5567.0	5173.0	394.0	657.0	121.0	955.0	70.0	5433.0	3676.0	3459.0	217.0	523.0	175.0	1023.0	36.0
45-49	8160.0	6424.0	6056.0	368.0	500.0	144.0	1014.0	78.0	6538.0	4153.0	3956.0	197.0	690.0	337.0	1316.0	42.0
50-54	10438.0	8456.0	8093.0	363.0	461.0	274.0	1171.0	76.0	8410.0	5187.0	4980.0	207.0	845.0	712.0	1614.0	52.0
55-59	9287.0	7599.0	7266.0	333.0	355.0	348.0	914.0	71.0	8044.0	4826.0	4658.0	168.0	731.0	987.0	1442.0	58.0
60-64	12979.0	10617.0	10288.0	329.0	336.0	890.0	1062.0	74.0	11358.0	6176.0	5996.0	180.0	927.0	2476.0	1711.0	68.0
65-69	12477.0	10251.0	9996.0	255.0	279.0	1050.0	844.0	53.0	10977.0	5363.0	5218.0	145.0	951.0	3076.0	1524.0	63.0
70 и более	25199.0	17853.0	17395.0	458.0	348.0	6088.0	800.0	110.0	34053.0	8154.0	7975.0	179.0	2732.0	20657.0	2313.0	197.0
возраст не указан	47.0	29.0	27.0	2.0	3.0	1.0	2.0	12.0	49.0	17.0	16.0	1.0	7.0	2.0	6.0	17.0
Карачаевцы	26349.0	14101.0	12879.0	1222.0	10682.0	544.0	1001.0	21.0	29149.0	13714.0	12618.0	1096.0	9427.0	3262.0	2725.0	21.0
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		1.0	1.0	-	1.0		-	-	
16-17	1659.0	1.0	1.0	-	1654.0	-	-	4.0	1810.0	17.0	11.0	6.0	1790.0	1.0	2.0	-
18-19	2109.0	20.0	13.0	7.0	2085.0	1.0	2.0	1.0	2129.0	78.0	59.0	19.0	2042.0	1.0	7.0	1.0
20-24	4005.0	295.0	225.0	70.0	3686.0	1.0	19.0	4.0	4078.0	861.0	705.0	156.0	3124.0	11.0	81.0	1.0
25-29	2683.0	930.0	768.0	162.0	1694.0	4.0	54.0	1.0	2786.0	1481.0	1294.0	187.0	1038.0	43.0	222.0	2.0
30-34	2440.0	1487.0	1281.0	206.0	814.0	11.0	128.0	-	2853.0	1946.0	1751.0	195.0	494.0	91.0	319.0	3.0
35-39	2749.0	2185.0	1959.0	226.0	391.0	9.0	164.0	-	3226.0	2290.0	2122.0	168.0	321.0	141.0	472.0	2.0
