1. НАСЕЛЕНИЕ ПО ТИПАМ ЗАНИМАЕМЫХ ЖИЛЫХ ПОМЕЩЕНИЙ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ						
						
	Городские и сельские населенные пункты	Городские населенные пункты	Сельские населенные пункты	В процентах		
				городские и сельские населенные пункты	городские населенные пункты	сельские населенные пункты
Российская Федерация						
бездомные	2187.0	2022.0	165.0	0.0675054796115	0.0774214298842	0.0262715008351
не указали тип жилого помещения	14944.0	13396.0	1548.0	0.46127201066	0.512926545365	0.3
Саратовская область						
Все население	2668310.0	1963858.0	704452.0	100.0	100.0	100.0
в том числе проживает:						
в индивидуальных домах	770853.0	379803.0	391050.0	28.88918454	19.3396365725	55.5112342644
в отдельных квартирах	1738627.0	1436402.0	302225.0	65.1583586615	73.1418463046	42.9021423745
в коммунальных квартирах	32407.0	31288.0	1119.0	1.21451405571	1.59319054636	0.158846876721
в общежитиях	73302.0	69769.0	3533.0	2.8	3.55264993701	0.501524589326
в институциональных учреждениях	42317.0	38163.0	4154.0	1.58591018285	2.0	0.589678217962
в гостиницах	440.0	422.0	18.0	0.0164898381372	0.0214883153466	0.00255517764163
в других жилых помещениях	574.0	214.0	360.0	0.0215117433881	0.010896918209	0.0
бездомные	709.0	586.0	123.0	0.0265711255439	0.0298392246283	0.0174603805511
не указали тип жилого помещения	9081.0	7211.0	1870.0	0.34032777301	0.367185407499	0.265454566102
Ульяновская область						
Все население	1382811.0	1011585.0	371226.0	100.0	100.0	100.0
в том числе проживает:						
в индивидуальных домах	379347.0	153011.0	226336.0	27.5	15.1258668327	60.9698674123
в отдельных квартирах	918605.0	779015.0	139590.0	66.4302641503	77.0093467183	37.6024308642
в коммунальных квартирах	19693.0	19228.0	465.0	1.42412809849	1.90077946984	0.125260622909
в общежитиях	41135.0	39828.0	1307.0	2.97473769011	4.0	0.352076632563
в институциональных учреждениях	20207.0	17497.0	2710.0	1.46129876028	1.72966186727	0.73001352276
в гостиницах	342.0	323.0	19.0	0.024732230218	0.0319300899084	0.00511817598983
в других жилых помещениях	180.0	72.0	108.0	0.0130169632726	0.00711754326132	0.0290927898369
бездомные	170.0	151.0	19.0	0.0122937986464	0.0149270698953	0.00511817598983
не указали тип жилого помещения	3132.0	2460.0	672.0	0.226495160944	0.3	0.18102180343
Уральский федеральный округ						
Все население	12373926.0	9991785.0	2382141.0	100.0	100.0	100.0
в том числе проживает:						
в индивидуальных домах	2202476.0	1111909.0	1090567.0	17.7993306247	11.1282318425	45.7809592295
в отдельных квартирах	9156805.0	7968968.0	1187837.0	74.0008062114	79.7551988959	49.8642607637
в коммунальных квартирах	142403.0	136255.0	6148.0	1.1	1.36367025511	0.2
в общежитиях	543002.0	505881.0	37121.0	4.38827579864	5.06296922922	1.55830406345
в институциональных учреждениях	194172.0	163440.0	30732.0	1.56920285445	1.6357437635	1.2900999563
в гостиницах	2428.0	2073.0	355.0	0.0196219049637	0.0207470436964	0.0149025603438
в других жилых помещениях	75139.0	51990.0	23149.0	0.607236539155	0.520327448999	0.971772871547
бездомные	9759.0	9249.0	510.0	0.0788674507994	0.0925660430043	0.0214093120432
не указали тип жилого помещения	47742.0	42020.0	5722.0	0.385827424538	0.42054547811	0.240204085317
Курганская область						
Все население	1019532.0	574381.0	445151.0	100.0	100.0	100.0
в том числе проживает:						
в индивидуальных домах	366303.0	116347.0	249956.0	35.9285436847	20.256066966	56.1508342113
в отдельных квартирах	598601.0	415595.0	183006.0	58.7133115979	72.3	41.1109937976
в коммунальных квартирах	6206.0	5500.0	706.0	0.608710663324	0.957552565283	0.158597869038
в общежитиях	30954.0	26823.0	4131.0	3.1	4.66989681065	0.927999712457
в институциональных учреждениях	13402.0	7032.0	6370.0	1.31452470349	1.22427447983	1.43097510732
в гостиницах	80.0	45.0	35.0	0.00784673752271	0.00783452098868	0.00786250058969
в других жилых помещениях	335.0	220.0	115.0	0.0328582133763	0.0383021026113	0.025833930509
бездомные	395.0	365.0	30.0	0.1	0.0635466702415	0.00673928621973
не указали тип жилого помещения	3256.0	2454.0	802.0	0.319362217174	0.427242544583	0.180163584941
Свердловская область						
Все население	4486214.0	3943529.0	542685.0	100.0	100.0	100.0
в том числе проживает:						
в индивидуальных домах	659521.0	433386.0	226135.0	14.7010597354	10.9898012668	41.6696610372
в отдельных квартирах	3481040.0	3185809.0	295231.0	77.5941584597	80.7857378505	54.4019090264
в коммунальных квартирах	61197.0	59455.0	1742.0	1.36411236735	1.50765976363	0.32099652653
в общежитиях	170198.0	166504.0	3694.0	3.79380029575	4.22220807809	0.680689534444
в институциональных учреждениях	87228.0	73156.0	14072.0	1.9443566446	1.85508969251	2.59303279066
в гостиницах	536.0	503.0	33.0	0.0119477135955	0.0127550729309	0.00608087564609
в других жилых помещениях	2350.0	2008.0	342.0	0.0	0.0	0.0630199839686
бездомные	3847.0	3756.0	91.0	0.08575159366	0.0952446400166	0.0167684752665
не указали тип жилого помещения	20297.0	18952.0	1345.0	0.452430490387	0.480584775717	0.247841749818
Тюменская область						
Все население	3264841.0	2526133.0	738708.0	100.0	100.0	100.0
в том числе проживает:						
в индивидуальных домах	461605.0	163703.0	297902.0	14.1386670898	6.48037929911	40.3274365514
в отдельных квартирах	2427844.0	2045776.0	382068.0	74.3633150895	80.9844928988	51.7211130785
в коммунальных квартирах	26136.0	23821.0	2315.0	0.800529030357	0.942982812069	0.313384991093
в общежитиях	226293.0	201813.0	24480.0	6.93121043261	7.98900928811	3.31389398788
в институциональных учреждениях	34324.0	27376.0	6948.0	1.05132225428	1.08371174439	1.0
в гостиницах	1483.0	1275.0	208.0	0.0454233452716	0.0	0.0281572691781
в других жилых помещениях	71774.0	49393.0	22381.0	2.19839189719	1.95528105606	3.02974923786
бездомные	2617.0	2318.0	299.0	0.0801570428698	0.0917608059433	0.1
не указали тип жилого помещения	12765.0	10658.0	2107.0	0.390983818201	0.421909693591	0.285227721914
Ханты-Мансийский автономный округ - Югра						
Все население	1432817.0	1301924.0	130893.0	100.0	100.0	100.0
в том числе проживает:						
в индивидуальных домах	72295.0	49365.0	22930.0	5.04565481845	3.79169598225	17.5181254918
в отдельных квартирах	1168891.0	1081755.0	87136.0	81.5799226279	83.0889514288	66.5704048345
в коммунальных квартирах	17006.0	16620.0	386.0	1.18689267366	1.27657221159	0.294897358911
в общежитиях	106721.0	94565.0	12156.0	7.5	7.26348081762	9.28697485733
в институциональных учреждениях	9800.0	7653.0	2147.0	0.683967317529	0.587822330643	1.6402710611
в гостиницах	661.0	594.0	67.0	0.0461328976415	0.0456247830134	0.0511868472722
в других жилых помещениях	49653.0	44021.0	5632.0	3.46541114462	3.38122655393	4.30275110205
бездомные	1667.0	1645.0	22.0	0.116344236563	0.126351461376	0.0168076214924
не указали тип жилого помещения	6123.0	5706.0	417.0	0.427339988289	0.438274430766	0.31858082556
Ямало-Ненецкий автономный округ						
Все население	507006.0	422826.0	84180.0	100.0	100.0	100.0
в том числе проживает:						
в индивидуальных домах	13156.0	5989.0	7167.0	2.59484108669	1.41642188513	8.51389878831
в отдельных квартирах	419084.0	365238.0	53846.0	82.6585878668	86.3802131373	63.9653124258
в коммунальных квартирах	3437.0	3084.0	353.0	0.677901247717	0.729378042031	0.419339510573
в общежитиях	44441.0	38032.0	6409.0	8.76537950241	8.99471650277	7.61344737467
в институциональных учреждениях	4209.0	3870.0	339.0	0.830167690323	0.91527011111	0.402708481825
в гостиницах	295.0	251.0	44.0	0.0	0.0593624800745	0.0522689474935
в других жилых помещениях	20143.0	4388.0	15755.0	3.97293128681	1.03777913373	18.7158469945
бездомные	106.0	95.0	11.0	0.0209070504097	0.0224678709445	0.0130672368734
не указали тип жилого помещения	2135.0	1879.0	256.0	0.421099553062	0.5	0.304110239962
Челябинская область						
Все население	3603339.0	2947742.0	655597.0	100.0	100.0	100.0
в том числе проживает:						
в индивидуальных домах	715047.0	398473.0	316574.0	19.9	13.5179062482	48.2878963754
в отдельных квартирах	2649320.0	2321788.0	327532.0	73.5240286856	78.7649665405	49.9593500275
в коммунальных квартирах	48864.0	47479.0	1385.0	1.35607557324	1.61069048784	0.211257830649
в общежитиях	115557.0	110741.0	4816.0	3.20694222775	3.75680775319	0.734597626286
в институциональных учреждениях	59218.0	55876.0	3342.0	1.64342017223	1.89555259585	0.509764382692
в гостиницах	329.0	250.0	79.0	0.00913042042395	0.00848106788179	0.0120500856471
в других жилых помещениях	680.0	369.0	311.0	0.0188713856787	0.0125180561935	0.1
бездомные	2900.0	2810.0	90.0	0.080480909512	0.0953272029913	0.0137279456739
не указали тип жилого помещения	11424.0	9956.0	1468.0	0.317039279402	0.337750047324	0.223918047215
Сибирский федеральный округ						
Все население	20062938.0	14272877.0	5790061.0	100.0	100.0	100.0
в том числе проживает:						
в индивидуальных домах	4996244.0	2282904.0	2713340.0	24.9028532112	15.9947009983	46.8620278785
в отдельных квартирах	13776395.0	10837842.0	2938553.0	68.6658903098	75.9331282684	50.7
в коммунальных квартирах	125897.0	115881.0	10016.0	0.627510287875	0.811896578384	0.172986087711
в общежитиях	692713.0	664251.0	28462.0	3.45269969932	4.65393907619	0.49156649645
в институциональных учреждениях	353265.0	283780.0	69485.0	1.76078398887	1.98824665833	1.20007371252
в гостиницах	3466.0	2890.0	576.0	0.0172756353033	0.0202481952307	0.00994808172142
в других жилых помещениях	28916.0	13640.0	15276.0	0.144126448479	0.0955658764522	0.26383141732
бездомные	23616.0	22175.0	1441.0	0.117709579724	0.155364612194	0.0248874752788
не указали тип жилого помещения	62426.0	49514.0	12912.0	0.311150839423	0.346909736558	0.223002831922
Республика Алтай						
Все население	202947.0	53538.0	149409.0	100.0	100.0	100.0
в том числе проживает:						
в индивидуальных домах	106567.0	20393.0	86174.0	52.5097685603	38.0907019313	57.6765790548
в отдельных квартирах	85866.0	26427.0	59439.0	42.309568508	49.3612013897	39.7827440114
в коммунальных квартирах	1308.0	710.0	598.0	0.64450324469	1.32616085771	0.400243626555
в общежитиях	5529.0	4724.0	805.0	2.72435660542	8.82363928425	0.538789497286
в институциональных учреждениях	2748.0	922.0	1826.0	1.35404810123	1.72214128283	1.22214859881
в гостиницах	32.0	12.0	20.0	0.0157676634786	0.0224139863275	0.0133860744667
в других жилых помещениях	451.0	183.0	268.0	0.222225507152	0.4	0.179373397854
бездомные	99.0	38.0	61.0	0.1	0.0709776233703	0.0408275271235
не указали тип жилого помещения	347.0	129.0	218.0	0.170980600847	0.24095035302	0.2
Республика Бурятия						
Все население	981238.0	584970.0	396268.0	100.0	100.0	100.0
в том числе проживает:						
в индивидуальных домах	331577.0	96258.0	235319.0	33.791699873	16.4552028309	59.383800862
в отдельных квартирах	588375.0	436552.0	151823.0	59.9625167391	74.6281005864	38.3132122705
в коммунальных квартирах	5598.0	5021.0	577.0	0.570503792148	0.85833461545	0.145608527562
в общежитиях	26945.0	24761.0	2184.0	2.8	4.23286664273	0.551142156318
в институциональных учреждениях	21600.0	17056.0	4544.0	2.20130080572	2.91570507889	1.2
в гостиницах	404.0	383.0	21.0	0.0411724780329	0.0654734430826	0.00529944381075
в других жилых помещениях	3288.0	2409.0	879.0	0.335086900426	0.411815990564	0.22181957665
бездомные	1236.0	1159.0	77.0	0.125963323883	0.198129818623	0.0194312939728
не указали тип жилого помещения	2215.0	1371.0	844.0	0.22573524466	0.234370993384	0.212987170299
Республика Тыва						
Все население	305510.0	157299.0	148211.0	100.0	100.0	100.0
в том числе проживает:						
в индивидуальных домах	95335.0	38922.0	56413.0	31.2051978659	24.7439589571	38.0626269305
в отдельных квартирах	181040.0	98975.0	82065.0	59.2582894177	62.9215697493	55.3703841145
в коммунальных квартирах	792.0	643.0	149.0	0.259238650126	0.408775643838	0.100532349151
в общежитиях	13382.0	12918.0	464.0	4.38021668685	8.21238532985	0.313067181248
в институциональных учреждениях	5881.0	4647.0	1234.0	1.9249779058	2.95424637156	0.83259677082
в гостиницах	50.0	23.0	27.0	0.0163660763968	0.0146218348496	0.0182172713226
в других жилых помещениях	7988.0	676.0	7312.0	2.61464436516	0.429754798187	4.93350695967
бездомные	119.0	110.0	9.0	0.0389512618245	0.0699305144979	0.00607242377421
не указали тип жилого помещения	923.0	385.0	538.0	0.302117770286	0.3	0.362995998947
Республика Хакасия						
Все население	546072.0	386865.0	159207.0	100.0	100.0	100.0
в том числе проживает:						
в индивидуальных домах	133503.0	73079.0	60424.0	24.5	18.8900520854	37.953105077
в отдельных квартирах	380513.0	284017.0	96496.0	69.6818368274	73.4150155739	60.6104002965
в коммунальных квартирах	4090.0	3880.0	210.0	0.8	1.00293383997	0.131903747951
в общежитиях	16528.0	15595.0	933.0	3.0267071009	4.03112196761	0.586029508753
в институциональных учреждениях	9179.0	8673.0	506.0	1.68091387216	2.3	0.317825221253
в гостиницах	217.0	209.0	8.0	0.0397383495217	0.0540240135448	0.00502490468384
в других жилых помещениях	644.0	359.0	285.0	0.117933166322	0.0927972290075	0.179012229362
бездомные	187.0	161.0	26.0	0.0342445684818	0.0416165845967	0.0163309402225
не указали тип жилого помещения	1211.0	892.0	319.0	0.221765627976	0.230571387952	0.200368074268
Алтайский край						
Все население	2607426.0	1386765.0	1220661.0	100.0	100.0	100.0
в том числе проживает:						
в индивидуальных домах	907339.0	245827.0	661512.0	34.7982646487	17.7266515956	54.1929331731
в отдельных квартирах	1553361.0	1016292.0	537069.0	59.5744999091	73.285091562	43.9982108055
в коммунальных квартирах	12377.0	10607.0	1770.0	0.474682694734	0.764873644778	0.145003403893
в общежитиях	88777.0	80621.0	8156.0	3.40477543754	5.81360216042	0.668162577489
в институциональных учреждениях	35189.0	26372.0	8817.0	1.34956850166	1.90169206751	0.722313566174
в гостиницах	266.0	195.0	71.0	0.0102016318009	0.0140615028502	0.00581652072115
в других жилых помещениях	3013.0	1806.0	1207.0	0.115554573744	0.130231149474	0.0988808522596
бездомные	2032.0	1771.0	261.0	0.0779312624788	0.127707289988	0.0213818578623
не указали тип жилого помещения	5072.0	3274.0	1798.0	0.194521340203	0.3	0.2
Красноярский край						
Все население	2966042.0	2245715.0	720327.0	100.0	100.0	100.0
в том числе проживает:						
в индивидуальных домах	471426.0	209327.0	262099.0	15.8941107375	9.32117388003	36.386113529
в отдельных квартирах	2285756.0	1851193.0	434563.0	77.0641818288	82.4322320508	60.3285729953
в коммунальных квартирах	13830.0	12922.0	908.0	0.466277955605	0.575406941664	0.126053861649
в общежитиях	124025.0	120521.0	3504.0	4.18149844136	5.36670948896	0.486445739227
в институциональных учреждениях	54706.0	40059.0	14647.0	1.84441083437	1.78379714256	2.0333820612
в гостиницах	513.0	425.0	88.0	0.0172957766613	0.0189249303674	0.0122166738162
в других жилых помещениях	4016.0	1398.0	2618.0	0.135399296436	0.0622518885967	0.363446046032
бездомные	1107.0	999.0	108.0	0.037322465427	0.0444847186753	0.0149931905926
не указали тип жилого помещения	10663.0	8871.0	1792.0	0.359502663819	0.395018958327	0.3
Таймырский (Долгано-Ненецкий) автономный округ						
Все население	39786.0	26330.0	13456.0	100.0	100.0	100.0
в том числе проживает:						
в индивидуальных домах	343.0	11.0	332.0	0.862112300809	0.0417774401823	2.46730083234
в отдельных квартирах	35249.0	24003.0	11246.0	88.5964912281	91.1621724269	83.5760998811
в коммунальных квартирах	54.0	23.0	31.0	0.135726134821	0.0873528294721	0.230380499405
в общежитиях	1979.0	1810.0	169.0	4.97411149651	6.87428788454	1.2
в институциональных учреждениях	448.0	399.0	49.0	1.12602422963	1.51538169389	0.364149821641
в гостиницах	1.0	1.0	-	0.00251344694114	0.00379794910748	-
в других жилых помещениях	1548.0	-	1548.0	3.89081586488	-	11.5041617122
бездомные	1.0	-	1.0	0.00251344694114	-	0.00743162901308
не указали тип жилого помещения	163.0	83.0	80.0	0.409691851405	0.315229775921	0.594530321046
Эвенкийский автономный округ						
Все население	17697.0	5836.0	11861.0	100.0	100.0	100.0
в том числе проживает:						
в индивидуальных домах	3397.0	404.0	2993.0	19.1953438436	6.92254969157	25.3
в отдельных квартирах	13522.0	5067.0	8455.0	76.4084308075	86.8231665524	71.2840401315
в коммунальных квартирах	19.0	11.0	8.0	0.107362829858	0.188485263879	0.0674479386224
в общежитиях	446.0	253.0	193.0	2.52020116404	4.33516106923	1.62718151926
в институциональных учреждениях	161.0	63.0	98.0	0.909758716167	1.07950651131	0.826237248124
в гостиницах	3.0	-	3.0	0.0169520257671	-	0.0252929769834
в других жилых помещениях	104.0	17.0	87.0	0.587670226592	0.291295407814	0.733496332518
бездомные	1.0	-	1.0	0.00565067525569	-	0.0084309923278
не указали тип жилого помещения	44.0	21.0	23.0	0.3	0.35983550377	0.193912823539
Иркутская область						
Все население	2581705.0	2047614.0	534091.0	100.0	100.0	100.0
в том числе проживает:						
в индивидуальных домах	517868.0	262162.0	255706.0	20.0591469591	12.8032920267	47.8768599359
в отдельных квартирах	1893179.0	1629468.0	263711.0	73.3305703014	79.5788659386	49.3756681914
в коммунальных квартирах	14320.0	13470.0	850.0	0.55467220306	0.657838830952	0.159148909081
в общежитиях	92791.0	91132.0	1659.0	3.59417516719	4.45064352949	0.310621223724
в институциональных учреждениях	47494.0	37775.0	9719.0	1.83963698409	1.84483012912	1.81972734983
в гостиницах	496.0	400.0	96.0	0.0192121098266	0.0195349318768	0.0179744650256
в других жилых помещениях	3236.0	2787.0	449.0	0.125343522982	0.136109637852	0.0840680707969
бездомные	1344.0	1228.0	116.0	0.0520586201754	0.0599722408618	0.0217191452393
не указали тип жилого помещения	10977.0	9192.0	1785.0	0.425184132192	0.448912734529	0.33421270907
Усть-Ордынский Бурятский автономный округ						
Все население	135327.0	-	135327.0	100.0	-	100.0
в том числе проживает:						
в индивидуальных домах	73130.0	-	73130.0	54.0394747537	-	54.0394747537
в отдельных квартирах	60473.0	-	60473.0	44.6865740022	-	44.6865740022
в коммунальных квартирах	80.0	-	80.0	0.0591160670081	-	0.0591160670081
в общежитиях	333.0	-	333.0	0.3	-	0.3
в институциональных учреждениях	958.0	-	958.0	0.707914902422	-	0.707914902422
в гостиницах	26.0	-	26.0	0.0192127217776	-	0.0192127217776
в других жилых помещениях	34.0	-	34.0	0.0251243284784	-	0.0251243284784
бездомные	17.0	-	17.0	0.0125621642392	-	0.0125621642392
не указали тип жилого помещения	276.0	-	276.0	0.203950431178	-	0.203950431178
Кемеровская область						
Все население	2899142.0	2512948.0	386194.0	100.0	100.0	100.0
в том числе проживает:						
в индивидуальных домах	770075.0	579989.0	190086.0	26.5621690831	23.08002394	49.2203400364
в отдельных квартирах	1972890.0	1788229.0	184661.0	68.0	71.1606049946	47.9
в коммунальных квартирах	15143.0	14656.0	487.0	0.522326950525	0.583219390135	0.126102425206
в общежитиях	74767.0	72807.0	1960.0	2.57893542296	2.89727443624	0.507516947441
в институциональных учреждениях	48512.0	41137.0	7375.0	1.67332265891	1.6370016411	1.90966198336
в гостиницах	218.0	155.0	63.0	0.00751946610411	0.00616805441259	0.0163130447392
в других жилых помещениях	1671.0	1210.0	461.0	0.0576377424769	0.0481506183176	0.119370057536
бездомные	6912.0	6677.0	235.0	0.23841536565	0.265703866534	0.0608502462493
не указали тип жилого помещения	8954.0	8088.0	866.0	0.308849997689	0.321853058639	0.224239630859
Новосибирская область						
Все население	2692251.0	2021597.0	670654.0	100.0	100.0	100.0
в том числе проживает:						
в индивидуальных домах	576126.0	307992.0	268134.0	21.3994163249	15.235083946	39.9809737957
в отдельных квартирах	1917319.0	1528128.0	389191.0	71.2162053241	75.5901398746	58.0315632204
в коммунальных квартирах	33164.0	31450.0	1714.0	1.23183165314	1.5	0.255571427293
в общежитиях	103573.0	100352.0	3221.0	3.9	4.9639962861	0.480277460509
в институциональных учреждениях	44921.0	38542.0	6379.0	1.66852942018	1.9065125245	0.9
в гостиницах	404.0	346.0	58.0	0.0150060302698	0.0171151817103	0.0086482746692
в других жилых помещениях	1601.0	1256.0	345.0	0.0594669664901	0.0621290989253	0.0514423234634
бездомные	6220.0	6158.0	62.0	0.231033436333	0.304610661769	0.00924470740501
не указали тип жилого помещения	8923.0	7373.0	1550.0	0.331432693311	0.364711661127	0.231117685125
Омская область						
Все население	2079220.0	1428480.0	650740.0	100.0	100.0	100.0
в том числе проживает:						
в индивидуальных домах	547411.0	254635.0	292776.0	26.3277094295	17.8255908378	44.9912407413
в отдельных квартирах	1413242.0	1065123.0	348119.0	67.9698156039	74.5633820565	53.4958662446
в коммунальных квартирах	15855.0	14064.0	1791.0	0.762545569973	0.984543010753	0.275225128315
в общежитиях	61539.0	58962.0	2577.0	2.9	4.12760416667	0.396010695516
в институциональных учреждениях	29464.0	26578.0	2886.0	1.41706986274	1.86057907706	0.5
в гостиницах	466.0	411.0	55.0	0.0224122507479	0.0287718413978	0.00845191627993
в других жилых помещениях	1575.0	744.0	831.0	0.0757495599311	0.0520833333333	0.127700771429
бездомные	3464.0	3331.0	133.0	0.16660093689	0.233184923835	0.0204382702769
не указали тип жилого помещения	6204.0	4632.0	1572.0	0.298381123691	0.324260752688	0.241571134401
Томская область						
Все население	1046039.0	708541.0	337498.0	100.0	100.0	100.0
в том числе проживает:						
в индивидуальных домах	157829.0	49470.0	108359.0	15.0882519677	6.98195305565	32.1065606315
в отдельных квартирах	805313.0	582710.0	222603.0	76.986900106	82.2408301002	65.9568352998
в коммунальных квартирах	6481.0	5970.0	511.0	0.619575369561	0.9	0.1
в общежитиях	56092.0	54470.0	1622.0	5.36232396689	7.68762852114	0.480595440566
в институциональных учреждениях	15869.0	12557.0	3312.0	1.51705624742	1.77223336405	0.981339148676
в гостиницах	45.0	34.0	11.0	0.00430194285299	0.00479859316539	0.0032592785735
в других жилых помещениях	308.0	131.0	177.0	0.0294444088605	0.0184886971961	0.0
бездомные	444.0	260.0	184.0	0.0424458361495	0.0366951242059	0.0545188415931
не указали тип жилого помещения	3658.0	2939.0	719.0	0.4	0.41479603862	0.213038299486
Читинская область						
Все население	1155346.0	738545.0	416801.0	100.0	100.0	100.0
в том числе проживает:						
в индивидуальных домах	381188.0	144850.0	236338.0	32.9934063043	19.6128875018	56.7028390047
в отдельных квартирах	699541.0	530728.0	168813.0	60.548182103	71.8612948432	40.5020621352
в коммунальных квартирах	2939.0	2488.0	451.0	0.25438266978	0.336878592367	0.108205114671
в общежитиях	28765.0	27388.0	1377.0	2.48973034918	3.70837254331	0.330373487588
в институциональных учреждениях	37702.0	29462.0	8240.0	3.26326485745	3.98919497119	1.97696262725
в гостиницах	355.0	297.0	58.0	0.0307267260197	0.1	0.0139155136384
в других жилых помещениях	1125.0	681.0	444.0	0.0973734275273	0.0922083285379	0.106525656128
бездомные	452.0	283.0	169.0	0.0391224793265	0.0383185858682	0.1
не указали тип жилого помещения	3279.0	2368.0	911.0	0.283811083433	0.320630428748	0.218569533183
Агинский Бурятский автономный округ						
Все население	72213.0	25510.0	46703.0	100.0	100.0	100.0
в том числе проживает:						
в индивидуальных домах	48476.0	13846.0	34630.0	67.1291872655	54.276754214	74.2
в отдельных квартирах	22682.0	11139.0	11543.0	31.409856951	43.6652293218	24.7157570178
в коммунальных квартирах	46.0	-	46.0	0.0637004417487	-	0.0984947433784
в общежитиях	472.0	433.0	39.0	0.65362192403	1.69737357899	0.0835064128643
в институциональных учреждениях	442.0	52.0	390.0	0.612078157672	0.203841630733	0.835064128643
в гостиницах	3.0	-	3.0	0.00415437663579	-	0.00642357022033
в других жилых помещениях	20.0	7.0	13.0	0.0276958442386	0.0274402195218	0.0278354709548
бездомные	3.0	1.0	2.0	0.00415437663579	0.00392003136025	0.00428238014689
не указали тип жилого помещения	69.0	32.0	37.0	0.0955506626231	0.125441003528	0.0792240327174
Дальневосточный федеральный округ						
Все население	6692865.0	5081575.0	1611290.0	100.0	100.0	100.0
в том числе проживает:						
в индивидуальных домах	1073086.0	490177.0	582909.0	16.0332832053	9.7	36.1765417771
в отдельных квартирах	5113648.0	4172893.0	940755.0	76.4044695358	82.1181031472	58.3852068839
в коммунальных квартирах	32680.0	27351.0	5329.0	0.488281177045	0.538238636643	0.330728794941
в общежитиях	229882.0	215706.0	14176.0	3.43473236051	4.3	0.879791967926
в институциональных учреждениях	197886.0	139048.0	58838.0	2.95667102205	2.73631698834	3.65160833866
в гостиницах	2437.0	1776.0	661.0	0.0364119102955	0.0349497941091	0.0410230312358
в других жилых помещениях	11834.0	9208.0	2626.0	0.176815160623	0.18120366225	0.162975007603
бездомные	5634.0	5014.0	620.0	0.0841791968014	0.0986701957562	0.0384784861819
не указали тип жилого помещения	25778.0	20402.0	5376.0	0.385156431513	0.401489695616	0.333645712442
Республика Саха (Якутия)						
Все население	949280.0	609999.0	339281.0	100.0	100.0	100.0
в том числе проживает:						
в индивидуальных домах	301006.0	64732.0	236274.0	31.7088740941	10.6118206751	69.6396202558
в отдельных квартирах	585239.0	492411.0	92828.0	61.6	80.7232470873	27.3602117419
в коммунальных квартирах	6192.0	2606.0	3586.0	0.652283836171	0.427213815105	1.05694100171
в общежитиях	39603.0	36647.0	2956.0	4.17189870217	6.00771476675	0.871254211111
в институциональных учреждениях	10817.0	8857.0	1960.0	1.13949519636	1.45196959339	0.577692237408
в гостиницах	185.0	164.0	21.0	0.0194884544076	0.0268852899759	0.00618955968651
в других жилых помещениях	2138.0	1699.0	439.0	0.225223327153	0.278525046762	0.129391271542
бездомные	509.0	446.0	63.0	0.05361958537	0.0731148739588	0.0185686790595
не указали тип жилого помещения	3591.0	2437.0	1154.0	0.3782867015	0.399508851654	0.340131041821
Приморский край						
Все население	2071210.0	1621977.0	449233.0	100.0	100.0	100.0
в том числе проживает:						
в индивидуальных домах	318876.0	167653.0	151223.0	15.3956382984	10.3363364585	33.66248695
в отдельных квартирах	1601681.0	1331501.0	270180.0	77.3306907556	82.0912380385	60.1425095663
в коммунальных квартирах	7332.0	6838.0	494.0	0.353995973368	0.421584276472	0.109965207365
в общежитиях	56305.0	53002.0	3303.0	2.71845925811	3.26774054133	0.735253198229
в институциональных учреждениях	71217.0	49245.0	21972.0	3.5	3.03610963657	4.89100310974
в гостиницах	493.0	454.0	39.0	0.0238025115754	0.0279905325415	0.00868146373931
в других жилых помещениях	4832.0	4484.0	348.0	0.233293582012	0.276452748713	0.0774653687507
бездомные	1519.0	1405.0	114.0	0.0733387729878	0.0866226833056	0.0253765863149
не указали тип жилого помещения	8955.0	7395.0	1560.0	0.432355965836	0.455925084018	0.4
Хабаровский край						
Все население	1436570.0	1157326.0	279244.0	100.0	100.0	100.0
в том числе проживает:						
в индивидуальных домах	134263.0	81479.0	52784.0	9.34608129085	7.04028078519	18.9024652275
в отдельных квартирах	1174562.0	971675.0	202887.0	81.7615570421	83.9586253139	72.6558135537
в коммунальных квартирах	9817.0	9409.0	408.0	0.683363845827	0.812994782801	0.146108779419
в общежитиях	56036.0	52957.0	3079.0	3.90068009216	4.57580664394	1.10261993096
в институциональных учреждениях	51660.0	34445.0	17215.0	3.59606562855	2.97625733804	6.16485940611
в гостиницах	1119.0	624.0	495.0	0.0778938722095	0.0539173923337	0.177264327971
в других жилых помещениях	1207.0	340.0	867.0	0.0840195744029	0.0293780663357	0.310481156265
бездомные	1578.0	1307.0	271.0	0.109844977968	0.112932743237	0.0970477431923
не указали тип жилого помещения	6328.0	5090.0	1238.0	0.440493675909	0.439806934261	0.443339874805
Амурская область						
Все население	902844.0	594386.0	308458.0	100.0	100.0	100.0
в том числе проживает:						
в индивидуальных домах	209353.0	98055.0	111298.0	23.1881698278	16.4968555787	36.0820597942
в отдельных квартирах	619710.0	435838.0	183872.0	68.6397650092	73.3257512795	59.6100603648
в коммунальных квартирах	3569.0	3193.0	376.0	0.395306387371	0.537193002527	0.121896660161
в общежитиях	40202.0	37674.0	2528.0	4.45281798406	6.33830541096	0.819560523637
