11. ЗАНЯТОЕ НАСЕЛЕНИЕ В ВОЗРАСТЕ 15-64 ЛЕТ ПО ЗАНЯТИЯМ И  ПОЛОЖЕНИЮ В ЗАНЯТИИ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ								
								
								
	Всего	в том числе по положению в занятии						
		работаюшие по найму	работающие не по найму	из них				не указавшие положение в занятии
				с привлечением наемных работников	без привлечения наемных работников	иное	не указавшие привлечение наемных работников	
Центральный федеральный округ								
операторы, аппаратчики, машинисты установок и машин	294990.0	286879.0	8110.0	836.0	6202.0	633.0	439.0	1.0
неквалифицированные рабочие	174248.0	170950.0	3298.0	279.0	2343.0	485.0	191.0	-
занятые на военной службе	1949.0	1949.0						-
лица, неточно указавшие или не указавшие  занятия 	7323.0	6654.0	669.0	135.0	366.0	109.0	59.0	-
Республика Марий Эл								
Все население, занятое в экономике 	299661.0	286397.0	13261.0	4116.0	8393.0	538.0	214.0	3.0
в том числе по группам занятий:								
руководители (представители) органов власти и управления всех уровней, включая руководителей учреждений, организаций и предприятий	31665.0	26528.0	5137.0	3004.0	1975.0	113.0	45.0	-
специалисты высшего уровня квалификации	41882.0	41341.0	540.0	93.0	387.0	55.0	5.0	1.0
специалисты среднего уровня квалификации	37474.0	36929.0	545.0	126.0	352.0	35.0	32.0	-
работники, занятые подготовкой информации, оформлением документации, учетом и обслуживанием	6564.0	6508.0	56.0	12.0	44.0	-	-	-
работники сферы обслуживания, жилищно-коммунального хозяйства, торговли и родственных видов деятельности	39119.0	35454.0	3665.0	437.0	3151.0	39.0	38.0	-
квалифицированные работники сельского, лесного, охотничьего хозяйств, рыбоводства и рыболовства	8139.0	7661.0	478.0	109.0	310.0	51.0	8.0	-
квалифицированные рабочие крупных и мелких промышленных предприятий, художественных промыслов, строительства, транспорта, связи, геологии и разведки недр	53221.0	51688.0	1532.0	172.0	1201.0	110.0	49.0	1.0
операторы, аппаратчики, машинисты установок и машин	41601.0	40705.0	895.0	124.0	689.0	56.0	26.0	1.0
неквалифицированные рабочие	33518.0	33166.0	352.0	35.0	244.0	68.0	5.0	-
занятые на военной службе	4046.0	4046.0						-
лица, неточно указавшие или не указавшие  занятия 	2432.0	2371.0	61.0	4.0	40.0	11.0	6.0	-
Республика Мордовия								
Все население, занятое в экономике 	349073.0	329667.0	19404.0	3558.0	9648.0	6026.0	172.0	2.0
в том числе по группам занятий:								
руководители (представители) органов власти и управления всех уровней, включая руководителей учреждений, организаций и предприятий	34108.0	28701.0	5407.0	2732.0	2362.0	293.0	20.0	-
специалисты высшего уровня квалификации	49819.0	49349.0	469.0	35.0	210.0	221.0	3.0	1.0
специалисты среднего уровня квалификации	47898.0	47007.0	891.0	119.0	419.0	334.0	19.0	-
работники, занятые подготовкой информации, оформлением документации, учетом и обслуживанием	10141.0	9960.0	181.0	12.0	68.0	100.0	1.0	-
работники сферы обслуживания, жилищно-коммунального хозяйства, торговли и родственных видов деятельности	41089.0	36512.0	4577.0	371.0	3997.0	175.0	34.0	-
квалифицированные работники сельского, лесного, охотничьего хозяйств, рыбоводства и рыболовства	11284.0	9773.0	1511.0	48.0	307.0	1154.0	2.0	-
квалифицированные рабочие крупных и мелких промышленных предприятий, художественных промыслов, строительства, транспорта, связи, геологии и разведки недр	64661.0	63267.0	1393.0	120.0	828.0	412.0	33.0	1.0
операторы, аппаратчики, машинисты установок и машин	52176.0	49082.0	3094.0	100.0	1159.0	1787.0	48.0	-
неквалифицированные рабочие	37018.0	35151.0	1867.0	17.0	288.0	1550.0	12.0	-
занятые на военной службе	556.0	556.0						-
лица, неточно указавшие или не указавшие  занятия 	323.0	309.0	14.0	4.0	10.0	-	-	-
Республика Татарстан								
Все население, занятое в экономике 	1685719.0	1602474.0	83234.0	20897.0	43624.0	14486.0	4227.0	11.0
в том числе по группам занятий:								
руководители (представители) органов власти и управления всех уровней, включая руководителей учреждений, организаций и предприятий	191031.0	162999.0	28029.0	15006.0	10814.0	1325.0	884.0	3.0
специалисты высшего уровня квалификации	237611.0	233580.0	4031.0	704.0	2212.0	773.0	342.0	-
специалисты среднего уровня квалификации	216040.0	211783.0	4257.0	773.0	2297.0	824.0	363.0	-
работники, занятые подготовкой информации, оформлением документации, учетом и обслуживанием	48572.0	47867.0	705.0	103.0	407.0	102.0	93.0	-
работники сферы обслуживания, жилищно-коммунального хозяйства, торговли и родственных видов деятельности	192147.0	173008.0	19139.0	2218.0	14820.0	1186.0	915.0	-
квалифицированные работники сельского, лесного, охотничьего хозяйств, рыбоводства и рыболовства	48261.0	44897.0	3364.0	218.0	880.0	2155.0	111.0	-
квалифицированные рабочие крупных и мелких промышленных предприятий, художественных промыслов, строительства, транспорта, связи, геологии и разведки недр	289578.0	281543.0	8032.0	851.0	5174.0	1358.0	649.0	3.0
операторы, аппаратчики, машинисты установок и машин	282301.0	273522.0	8777.0	568.0	4967.0	2734.0	508.0	2.0
неквалифицированные рабочие	167450.0	161328.0	6119.0	301.0	1684.0	3826.0	308.0	3.0
занятые на военной службе	1765.0	1765.0						-
лица, неточно указавшие или не указавшие  занятия 	10963.0	10182.0	781.0	155.0	369.0	203.0	54.0	-
Удмуртская Республика								
Все население, занятое в экономике 	724578.0	693580.0	30993.0	9922.0	19402.0	736.0	933.0	5.0
в том числе по группам занятий:								
руководители (представители) органов власти и управления всех уровней, включая руководителей учреждений, организаций и предприятий	77733.0	66106.0	11626.0	6806.0	4459.0	140.0	221.0	1.0
специалисты высшего уровня квалификации	105048.0	103424.0	1622.0	330.0	1111.0	103.0	78.0	2.0
специалисты среднего уровня квалификации	92526.0	91110.0	1416.0	333.0	978.0	45.0	60.0	-
работники, занятые подготовкой информации, оформлением документации, учетом и обслуживанием	19169.0	18987.0	182.0	61.0	104.0	17.0	-	-
работники сферы обслуживания, жилищно-коммунального хозяйства, торговли и родственных видов деятельности	85551.0	77412.0	8139.0	1193.0	6562.0	115.0	269.0	-
квалифицированные работники сельского, лесного, охотничьего хозяйств, рыбоводства и рыболовства	19756.0	18521.0	1235.0	301.0	858.0	44.0	32.0	-
квалифицированные рабочие крупных и мелких промышленных предприятий, художественных промыслов, строительства, транспорта, связи, геологии и разведки недр	131963.0	129029.0	2933.0	332.0	2359.0	119.0	123.0	1.0
операторы, аппаратчики, машинисты установок и машин	105439.0	102910.0	2528.0	327.0	2040.0	66.0	95.0	1.0
неквалифицированные рабочие	80062.0	79123.0	939.0	154.0	693.0	46.0	46.0	-
занятые на военной службе	1416.0	1416.0						-
лица, неточно указавшие или не указавшие  занятия 	5915.0	5542.0	373.0	85.0	238.0	41.0	9.0	-
Чувашская Республика								
Все население, занятое в экономике 	548915.0	521287.0	27627.0	7004.0	18376.0	1540.0	707.0	1.0
в том числе по группам занятий:								
руководители (представители) органов власти и управления всех уровней, включая руководителей учреждений, организаций и предприятий	55900.0	45471.0	10429.0	5095.0	4954.0	156.0	224.0	-
специалисты высшего уровня квалификации	71525.0	70221.0	1304.0	219.0	986.0	73.0	26.0	-
специалисты среднего уровня квалификации	64281.0	63287.0	994.0	209.0	625.0	128.0	32.0	-
работники, занятые подготовкой информации, оформлением документации, учетом и обслуживанием	12512.0	12364.0	148.0	22.0	84.0	35.0	7.0	-
работники сферы обслуживания, жилищно-коммунального хозяйства, торговли и родственных видов деятельности	67264.0	59384.0	7880.0	871.0	6577.0	260.0	172.0	-
квалифицированные работники сельского, лесного, охотничьего хозяйств, рыбоводства и рыболовства	11896.0	11149.0	747.0	99.0	535.0	105.0	8.0	-
квалифицированные рабочие крупных и мелких промышленных предприятий, художественных промыслов, строительства, транспорта, связи, геологии и разведки недр	104091.0	101351.0	2739.0	214.0	2137.0	243.0	145.0	1.0
операторы, аппаратчики, машинисты установок и машин	72607.0	70536.0	2071.0	177.0	1650.0	212.0	32.0	-
неквалифицированные рабочие	86247.0	85059.0	1188.0	67.0	771.0	296.0	54.0	-
занятые на военной службе	753.0	753.0						-
лица, неточно указавшие или не указавшие  занятия 	1839.0	1712.0	127.0	31.0	57.0	32.0	7.0	-
Кировская область								
Все население, занятое в экономике 	667050.0	634517.0	32531.0	8760.0	20708.0	2565.0	498.0	2.0
в том числе по группам занятий:								
руководители (представители) органов власти и управления всех уровней, включая руководителей учреждений, организаций и предприятий	66865.0	57884.0	8981.0	5777.0	2922.0	210.0	72.0	-
специалисты высшего уровня квалификации	79226.0	77695.0	1531.0	286.0	1041.0	171.0	33.0	-
специалисты среднего уровня квалификации	92353.0	89936.0	2417.0	735.0	1414.0	213.0	55.0	-
работники, занятые подготовкой информации, оформлением документации, учетом и обслуживанием	17957.0	17800.0	157.0	23.0	91.0	43.0	-	-
работники сферы обслуживания, жилищно-коммунального хозяйства, торговли и родственных видов деятельности	83224.0	73110.0	10113.0	964.0	8795.0	234.0	120.0	1.0
квалифицированные работники сельского, лесного, охотничьего хозяйств, рыбоводства и рыболовства	21695.0	20643.0	1052.0	154.0	596.0	275.0	27.0	-
квалифицированные рабочие крупных и мелких промышленных предприятий, художественных промыслов, строительства, транспорта, связи, геологии и разведки недр	118007.0	115026.0	2980.0	336.0	2219.0	335.0	90.0	1.0
операторы, аппаратчики, машинисты установок и машин	103094.0	99183.0	3911.0	336.0	2796.0	714.0	65.0	-
неквалифицированные рабочие	75390.0	74299.0	1091.0	71.0	635.0	360.0	25.0	-
занятые на военной службе	4406.0	4406.0						-
лица, неточно указавшие или не указавшие  занятия 	4833.0	4535.0	298.0	78.0	199.0	10.0	11.0	-
Нижегородская область								
Все население, занятое в экономике 	1570198.0	1504497.0	65691.0	22477.0	36237.0	4738.0	2239.0	10.0
в том числе по группам занятий:								
руководители (представители) органов власти и управления всех уровней, включая руководителей учреждений, организаций и предприятий	186216.0	150434.0	35782.0	19001.0	14845.0	1250.0	686.0	-
специалисты высшего уровня квалификации	223913.0	220570.0	3343.0	478.0	2155.0	590.0	120.0	-
специалисты среднего уровня квалификации	200290.0	197542.0	2747.0	489.0	1745.0	361.0	152.0	1.0
работники, занятые подготовкой информации, оформлением документации, учетом и обслуживанием	45111.0	44671.0	440.0	53.0	318.0	54.0	15.0	-
работники сферы обслуживания, жилищно-коммунального хозяйства, торговли и родственных видов деятельности	186604.0	176226.0	10378.0	1139.0	8003.0	777.0	459.0	-
квалифицированные работники сельского, лесного, охотничьего хозяйств, рыбоводства и рыболовства	23479.0	22591.0	888.0	136.0	642.0	62.0	48.0	-
квалифицированные рабочие крупных и мелких промышленных предприятий, художественных промыслов, строительства, транспорта, связи, геологии и разведки недр	308902.0	303854.0	5045.0	526.0	3555.0	690.0	274.0	3.0
операторы, аппаратчики, машинисты установок и машин	217543.0	212731.0	4811.0	411.0	3639.0	490.0	271.0	1.0
неквалифицированные рабочие	157668.0	155805.0	1863.0	196.0	1161.0	329.0	177.0	-
занятые на военной службе	12297.0	12297.0						-
лица, неточно указавшие или не указавшие  занятия 	8175.0	7776.0	394.0	48.0	174.0	135.0	37.0	5.0
Оренбургская область								
Все население, занятое в экономике 	877206.0	829483.0	47691.0	13626.0	30588.0	2107.0	1370.0	32.0
в том числе по группам занятий:								
руководители (представители) органов власти и управления всех уровней, включая руководителей учреждений, организаций и предприятий	89286.0	72228.0	17057.0	9125.0	7253.0	352.0	327.0	1.0
специалисты высшего уровня квалификации	110863.0	108780.0	2082.0	373.0	1448.0	194.0	67.0	1.0
специалисты среднего уровня квалификации	116865.0	114741.0	2121.0	407.0	1335.0	274.0	105.0	3.0
работники, занятые подготовкой информации, оформлением документации, учетом и обслуживанием	25238.0	24913.0	325.0	57.0	197.0	41.0	30.0	-
работники сферы обслуживания, жилищно-коммунального хозяйства, торговли и родственных видов деятельности	114320.0	102044.0	12274.0	1455.0	10120.0	385.0	314.0	2.0
квалифицированные работники сельского, лесного, охотничьего хозяйств, рыбоводства и рыболовства	26990.0	23260.0	3723.0	1043.0	2408.0	176.0	96.0	7.0
квалифицированные рабочие крупных и мелких промышленных предприятий, художественных промыслов, строительства, транспорта, связи, геологии и разведки недр	132348.0	128529.0	3813.0	459.0	2936.0	250.0	168.0	6.0
операторы, аппаратчики, машинисты установок и машин	158263.0	153526.0	4731.0	474.0	3834.0	270.0	153.0	6.0
неквалифицированные рабочие	90973.0	89607.0	1360.0	190.0	948.0	149.0	73.0	6.0
занятые на военной службе	9247.0	9247.0						-
лица, неточно указавшие или не указавшие  занятия 	2813.0	2608.0	205.0	43.0	109.0	16.0	37.0	-
Пензенская область								
Все население, занятое в экономике 	561906.0	529892.0	31966.0	9190.0	20742.0	1503.0	531.0	48.0
в том числе по группам занятий:								
руководители (представители) органов власти и управления всех уровней, включая руководителей учреждений, организаций и предприятий	63258.0	47111.0	16143.0	7090.0	8512.0	396.0	145.0	4.0
специалисты высшего уровня квалификации	79349.0	77579.0	1764.0	260.0	1212.0	241.0	51.0	6.0
специалисты среднего уровня квалификации	67012.0	65791.0	1221.0	253.0	834.0	105.0	29.0	-
работники, занятые подготовкой информации, оформлением документации, учетом и обслуживанием	16349.0	16112.0	237.0	39.0	151.0	47.0	-	-
работники сферы обслуживания, жилищно-коммунального хозяйства, торговли и родственных видов деятельности	71253.0	65904.0	5342.0	608.0	4486.0	163.0	85.0	7.0
квалифицированные работники сельского, лесного, охотничьего хозяйств, рыбоводства и рыболовства	13109.0	12007.0	1102.0	260.0	787.0	30.0	25.0	-
квалифицированные рабочие крупных и мелких промышленных предприятий, художественных промыслов, строительства, транспорта, связи, геологии и разведки недр	94264.0	91790.0	2467.0	257.0	1883.0	247.0	80.0	7.0
операторы, аппаратчики, машинисты установок и машин	81964.0	79275.0	2665.0	301.0	2164.0	132.0	68.0	24.0
неквалифицированные рабочие	68352.0	67499.0	853.0	95.0	590.0	136.0	32.0	-
занятые на военной службе	4436.0	4436.0						-
лица, неточно указавшие или не указавшие  занятия 	2560.0	2388.0	172.0	27.0	123.0	6.0	16.0	-
Пермская область								
Все население, занятое в экономике 	1213888.0	1155296.0	58439.0	19374.0	32858.0	3837.0	2370.0	153.0
в том числе по группам занятий:								
руководители (представители) органов власти и управления всех уровней, включая руководителей учреждений, организаций и предприятий	136512.0	111254.0	25247.0	14414.0	9640.0	595.0	598.0	11.0
специалисты высшего уровня квалификации	171983.0	168684.0	3293.0	530.0	2284.0	335.0	144.0	6.0
специалисты среднего уровня квалификации	157121.0	153995.0	3111.0	610.0	2033.0	274.0	194.0	15.0
работники, занятые подготовкой информации, оформлением документации, учетом и обслуживанием	32084.0	31731.0	340.0	33.0	228.0	66.0	13.0	13.0
работники сферы обслуживания, жилищно-коммунального хозяйства, торговли и родственных видов деятельности	152184.0	140284.0	11890.0	1881.0	8792.0	618.0	599.0	10.0
квалифицированные работники сельского, лесного, охотничьего хозяйств, рыбоводства и рыболовства	19499.0	18333.0	1166.0	219.0	645.0	215.0	87.0	-
квалифицированные рабочие крупных и мелких промышленных предприятий, художественных промыслов, строительства, транспорта, связи, геологии и разведки недр	213418.0	208482.0	4913.0	679.0	3461.0	473.0	300.0	23.0
операторы, аппаратчики, машинисты установок и машин	187038.0	181950.0	5066.0	497.0	3644.0	689.0	236.0	22.0
неквалифицированные рабочие	127144.0	124617.0	2479.0	279.0	1576.0	467.0	157.0	48.0
занятые на военной службе	3327.0	3327.0						-
лица, неточно указавшие или не указавшие  занятия 	13578.0	12639.0	934.0	232.0	555.0	105.0	42.0	5.0
Коми–Пермяцкий автономный округ								
Все население, занятое в экономике 	45469.0	44211.0	1258.0	411.0	729.0	66.0	52.0	-
в том числе по группам занятий:								
руководители (представители) органов власти и управления всех уровней, включая руководителей учреждений, организаций и предприятий	3950.0	3314.0	636.0	318.0	295.0	8.0	15.0	-
специалисты высшего уровня квалификации	5665.0	5649.0	16.0	5.0	7.0	1.0	3.0	-
специалисты среднего уровня квалификации	7021.0	7004.0	17.0	6.0	10.0	-	1.0	-
работники, занятые подготовкой информации, оформлением документации, учетом и обслуживанием	1174.0	1174.0	-	-	-	-	-	-
работники сферы обслуживания, жилищно-коммунального хозяйства, торговли и родственных видов деятельности	5275.0	5004.0	271.0	36.0	219.0	4.0	12.0	-
квалифицированные работники сельского, лесного, охотничьего хозяйств, рыбоводства и рыболовства	1969.0	1921.0	48.0	16.0	21.0	10.0	1.0	-
квалифицированные рабочие крупных и мелких промышленных предприятий, художественных промыслов, строительства, транспорта, связи, геологии и разведки недр	5045.0	4995.0	50.0	6.0	38.0	3.0	3.0	-
операторы, аппаратчики, машинисты установок и машин	7052.0	6903.0	149.0	18.0	105.0	16.0	10.0	-
неквалифицированные рабочие	8201.0	8136.0	65.0	5.0	30.0	24.0	6.0	-
занятые на военной службе	43.0	43.0						-
лица, неточно указавшие или не указавшие  занятия 	74.0	68.0	6.0	1.0	4.0	-	1.0	-
Самарская  область								
Все население, занятое в экономике 	1456616.0	1381173.0	75364.0	22148.0	43060.0	6815.0	3341.0	79.0
в том числе по группам занятий:								
руководители (представители) органов власти и управления всех уровней, включая руководителей учреждений, организаций и предприятий	173976.0	146188.0	27784.0	15982.0	9902.0	1102.0	798.0	4.0
специалисты высшего уровня квалификации	216583.0	210925.0	5653.0	983.0	3554.0	796.0	320.0	5.0
специалисты среднего уровня квалификации	179872.0	174985.0	4887.0	865.0	3126.0	627.0	269.0	-
работники, занятые подготовкой информации, оформлением документации, учетом и обслуживанием	39735.0	38998.0	733.0	79.0	535.0	78.0	41.0	4.0
работники сферы обслуживания, жилищно-коммунального хозяйства, торговли и родственных видов деятельности	183432.0	168910.0	14513.0	1810.0	10824.0	1178.0	701.0	9.0
квалифицированные работники сельского, лесного, охотничьего хозяйств, рыбоводства и рыболовства	13189.0	11554.0	1635.0	308.0	1117.0	116.0	94.0	-
квалифицированные рабочие крупных и мелких промышленных предприятий, художественных промыслов, строительства, транспорта, связи, геологии и разведки недр	270622.0	262751.0	7864.0	817.0	5675.0	942.0	430.0	7.0
операторы, аппаратчики, машинисты установок и машин	221425.0	214084.0	7327.0	638.0	5444.0	850.0	395.0	14.0
неквалифицированные рабочие	123162.0	119987.0	3171.0	323.0	2117.0	545.0	186.0	4.0
занятые на военной службе	7545.0	7545.0						-
лица, неточно указавшие или не указавшие  занятия 	27075.0	25246.0	1797.0	343.0	766.0	581.0	107.0	32.0
Саратовская область								
Все население, занятое в экономике 	1050813.0	991653.0	58918.0	17258.0	34164.0	5409.0	2087.0	242.0
в том числе по группам занятий:								
руководители (представители) органов власти и управления всех уровней, включая руководителей учреждений, организаций и предприятий	121982.0	98605.0	23352.0	12445.0	9448.0	865.0	594.0	25.0
специалисты высшего уровня квалификации	161976.0	158504.0	3454.0	409.0	2294.0	591.0	160.0	18.0
специалисты среднего уровня квалификации	126127.0	123098.0	2971.0	471.0	1927.0	447.0	126.0	58.0
работники, занятые подготовкой информации, оформлением документации, учетом и обслуживанием	28187.0	27726.0	461.0	70.0	238.0	128.0	25.0	-
работники сферы обслуживания, жилищно-коммунального хозяйства, торговли и родственных видов деятельности	138518.0	126591.0	11899.0	1454.0	9358.0	691.0	396.0	28.0
квалифицированные работники сельского, лесного, охотничьего хозяйств, рыбоводства и рыболовства	19546.0	16000.0	3526.0	1034.0	2060.0	285.0	147.0	20.0
квалифицированные рабочие крупных и мелких промышленных предприятий, художественных промыслов, строительства, транспорта, связи, геологии и разведки недр	157759.0	153495.0	4248.0	514.0	2962.0	573.0	199.0	16.0
операторы, аппаратчики, машинисты установок и машин	166820.0	160765.0	6023.0	544.0	4273.0	1007.0	199.0	32.0
неквалифицированные рабочие	109428.0	107043.0	2350.0	237.0	1275.0	638.0	200.0	35.0
занятые на военной службе	10976.0	10976.0						-
лица, неточно указавшие или не указавшие  занятия 	9494.0	8850.0	634.0	80.0	329.0	184.0	41.0	10.0
Ульяновская область								
Все население, занятое в экономике 	577150.0	548819.0	28290.0	8161.0	16243.0	3068.0	818.0	41.0
в том числе по группам занятий:								
руководители (представители) органов власти и управления всех уровней, включая руководителей учреждений, организаций и предприятий	65319.0	51502.0	13813.0	6508.0	6426.0	658.0	221.0	4.0
специалисты высшего уровня квалификации	82033.0	80531.0	1500.0	210.0	896.0	315.0	79.0	2.0
специалисты среднего уровня квалификации	69975.0	68948.0	1019.0	149.0	661.0	181.0	28.0	8.0
работники, занятые подготовкой информации, оформлением документации, учетом и обслуживанием	14998.0	14866.0	132.0	8.0	63.0	49.0	12.0	-
работники сферы обслуживания, жилищно-коммунального хозяйства, торговли и родственных видов деятельности	70290.0	64721.0	5564.0	608.0	4346.0	404.0	206.0	5.0
квалифицированные работники сельского, лесного, охотничьего хозяйств, рыбоводства и рыболовства	11909.0	11174.0	734.0	133.0	362.0	215.0	24.0	1.0
квалифицированные рабочие крупных и мелких промышленных предприятий, художественных промыслов, строительства, транспорта, связи, геологии и разведки недр	110923.0	109001.0	1916.0	233.0	1264.0	348.0	71.0	6.0
операторы, аппаратчики, машинисты установок и машин	86138.0	83456.0	2676.0	187.0	1810.0	574.0	105.0	6.0
неквалифицированные рабочие	61163.0	60335.0	823.0	113.0	381.0	269.0	60.0	5.0
занятые на военной службе	3011.0	3011.0						-
лица, неточно указавшие или не указавшие  занятия 	1391.0	1274.0	113.0	12.0	34.0	55.0	12.0	4.0
Уральский федеральный округ								
Все население, занятое в экономике 	5532230.0	5282416.0	248485.0	81215.0	143113.0	14484.0	9673.0	1329.0
в том числе по группам занятий:								
руководители (представители) органов власти и управления всех уровней, включая руководителей учреждений, организаций и предприятий	644518.0	536467.0	107926.0	62218.0	40567.0	2456.0	2685.0	125.0
специалисты высшего уровня квалификации	754008.0	738693.0	15075.0	2699.0	9974.0	1608.0	794.0	240.0
специалисты среднего уровня квалификации	704809.0	690988.0	13680.0	2627.0	9015.0	1355.0	683.0	141.0
работники, занятые подготовкой информации, оформлением документации, учетом и обслуживанием	149310.0	147563.0	1731.0	342.0	1039.0	203.0	147.0	16.0
работники сферы обслуживания, жилищно-коммунального хозяйства, торговли и родственных видов деятельности	669797.0	622254.0	47411.0	5986.0	36988.0	2499.0	1938.0	132.0
квалифицированные работники сельского, лесного, охотничьего хозяйств, рыбоводства и рыболовства	62897.0	56571.0	6293.0	1087.0	4502.0	516.0	188.0	33.0
квалифицированные рабочие крупных и мелких промышленных предприятий, художественных промыслов, строительства, транспорта, связи, геологии и разведки недр	992707.0	971819.0	20703.0	2367.0	15282.0	1927.0	1127.0	185.0
операторы, аппаратчики, машинисты установок и машин	916697.0	893107.0	23358.0	2092.0	18078.0	2083.0	1105.0	232.0
неквалифицированные рабочие	531157.0	523235.0	7810.0	826.0	5045.0	1256.0	683.0	112.0
занятые на военной службе	26227.0	26227.0						-
лица, неточно указавшие или не указавшие  занятия 	80103.0	75492.0	4498.0	971.0	2623.0	581.0	323.0	113.0
Курганская область								
Все население, занятое в экономике 	384443.0	363765.0	20575.0	5893.0	13053.0	1086.0	543.0	103.0
в том числе по группам занятий:								
руководители (представители) органов власти и управления всех уровней, включая руководителей учреждений, организаций и предприятий	43050.0	33438.0	9604.0	4656.0	4597.0	185.0	166.0	8.0
специалисты высшего уровня квалификации	47573.0	46659.0	905.0	144.0	597.0	121.0	43.0	9.0
специалисты среднего уровня квалификации	52962.0	52094.0	839.0	121.0	561.0	124.0	33.0	29.0
работники, занятые подготовкой информации, оформлением документации, учетом и обслуживанием	10350.0	10271.0	74.0	9.0	60.0	-	5.0	5.0
работники сферы обслуживания, жилищно-коммунального хозяйства, торговли и родственных видов деятельности	47976.0	44656.0	3308.0	288.0	2803.0	128.0	89.0	12.0
квалифицированные работники сельского, лесного, охотничьего хозяйств, рыбоводства и рыболовства	8306.0	6994.0	1304.0	211.0	995.0	52.0	46.0	8.0
квалифицированные рабочие крупных и мелких промышленных предприятий, художественных промыслов, строительства, транспорта, связи, геологии и разведки недр	62388.0	60714.0	1674.0	215.0	1269.0	136.0	54.0	-
операторы, аппаратчики, машинисты установок и машин	61066.0	58914.0	2131.0	154.0	1689.0	226.0	62.0	21.0
неквалифицированные рабочие	46762.0	46183.0	568.0	63.0	357.0	109.0	39.0	11.0
занятые на военной службе	1900.0	1900.0						-
лица, неточно указавшие или не указавшие  занятия 	2110.0	1942.0	168.0	32.0	125.0	5.0	6.0	-
Свердловская область								
Все население, занятое в экономике 	2020024.0	1933216.0	86636.0	29363.0	47823.0	5077.0	4373.0	172.0
в том числе по группам занятий:								
руководители (представители) органов власти и управления всех уровней, включая руководителей учреждений, организаций и предприятий	241949.0	205181.0	36741.0	22096.0	12662.0	896.0	1087.0	27.0
специалисты высшего уровня квалификации	274403.0	268221.0	6153.0	1128.0	4068.0	606.0	351.0	29.0
специалисты среднего уровня квалификации	253255.0	248055.0	5183.0	1094.0	3325.0	425.0	339.0	17.0
работники, занятые подготовкой информации, оформлением документации, учетом и обслуживанием	52994.0	52331.0	663.0	130.0	393.0	66.0	74.0	-
работники сферы обслуживания, жилищно-коммунального хозяйства, торговли и родственных видов деятельности	246632.0	230426.0	16186.0	2141.0	12112.0	993.0	940.0	20.0
квалифицированные работники сельского, лесного, охотничьего хозяйств, рыбоводства и рыболовства	20911.0	19708.0	1202.0	221.0	754.0	167.0	60.0	1.0
квалифицированные рабочие крупных и мелких промышленных предприятий, художественных промыслов, строительства, транспорта, связи, геологии и разведки недр	394322.0	386654.0	7642.0	911.0	5590.0	553.0	588.0	26.0
операторы, аппаратчики, машинисты установок и машин	302458.0	294676.0	7772.0	756.0	5893.0	697.0	426.0	10.0
неквалифицированные рабочие	191378.0	188171.0	3193.0	392.0	2009.0	444.0	348.0	14.0
занятые на военной службе	11682.0	11682.0						-
лица, неточно указавшие или не указавшие  занятия 	30040.0	28111.0	1901.0	494.0	1017.0	230.0	160.0	28.0
Тюменская область								
Все население, занятое в экономике 	1561396.0	1495237.0	65205.0	20515.0	37032.0	4843.0	2815.0	954.0
в том числе по группам занятий:								
руководители (представители) органов власти и управления всех уровней, включая руководителей учреждений, организаций и предприятий	186813.0	158881.0	27842.0	15883.0	10215.0	812.0	932.0	90.0
специалисты высшего уровня квалификации	222425.0	218209.0	4046.0	664.0	2593.0	540.0	249.0	170.0
специалисты среднего уровня квалификации	200794.0	197424.0	3282.0	491.0	2193.0	450.0	148.0	88.0
работники, занятые подготовкой информации, оформлением документации, учетом и обслуживанием	42370.0	41882.0	477.0	110.0	251.0	79.0	37.0	11.0
работники сферы обслуживания, жилищно-коммунального хозяйства, торговли и родственных видов деятельности	178337.0	165717.0	12524.0	1532.0	9732.0	743.0	517.0	96.0
квалифицированные работники сельского, лесного, охотничьего хозяйств, рыбоводства и рыболовства	16948.0	15034.0	1890.0	230.0	1356.0	263.0	41.0	24.0
квалифицированные рабочие крупных и мелких промышленных предприятий, художественных промыслов, строительства, транспорта, связи, геологии и разведки недр	214530.0	209686.0	4702.0	553.0	3259.0	626.0	264.0	142.0
операторы, аппаратчики, машинисты установок и машин	320959.0	313597.0	7177.0	595.0	5510.0	708.0	364.0	185.0
неквалифицированные рабочие	141985.0	140144.0	1777.0	165.0	1076.0	411.0	125.0	64.0
занятые на военной службе	1510.0	1510.0						-
лица, неточно указавшие или не указавшие  занятия 	34725.0	33153.0	1488.0	292.0	847.0	211.0	138.0	84.0
Ханты-Мансийский автономный округ - Югра								
Все население, занятое в экономике 	750403.0	723627.0	26319.0	8606.0	14697.0	1734.0	1282.0	457.0
в том числе по группам занятий:								
руководители (представители) органов власти и управления всех уровней, включая руководителей учреждений, организаций и предприятий	87423.0	75999.0	11386.0	6657.0	3980.0	314.0	435.0	38.0
специалисты высшего уровня квалификации	104161.0	102555.0	1516.0	239.0	974.0	179.0	124.0	90.0
специалисты среднего уровня квалификации	93518.0	92125.0	1338.0	224.0	905.0	151.0	58.0	55.0
работники, занятые подготовкой информации, оформлением документации, учетом и обслуживанием	21147.0	20901.0	244.0	65.0	125.0	36.0	18.0	2.0
