8. НАСЕЛЕНИЕ КОРЕННЫХ МАЛОЧИСЛЕННЫХ НАРОДОВ ПО ВОЗРАСТНЫМ ГРУППАМ И ИСТОЧНИКАМ СРЕДСТВ К СУЩЕСТВОВАНИЮ																			
																			
	Численность населения соответству-ющей националь-ности	Всего указали источников средств к существова-нию
	в том числе												Не указавшие источник средств к существова-нию	Из общей численности населения данной национальности указали
			
			доход от трудовой деятель-ности (кроме работы в личном подсобном хозяйстве)
	личное подсобное хозяйство	стипендию	пенсию (кроме пенсии по инвалид-ности)	пенсию по инвалид-ности	пособие (кроме пособия по безрабо-тице)	пособие по безработице	другой вид государст-венного обеспечения	сбережения	доход от сдачи внаем или в аренду имущества	на иждивении отдельных лиц	иной источник средств к существова-нию					
																один источник средств к существова-нию	два источника
	три источника
	четыре источника и более
Городское и сельское население																			
до 15	617.0	989.0	-	-	-	1.0	2.0	388.0	-	1.0	1.0	-	595.0	1.0	-	246.0	370.0	1.0	-
15 – 19	284.0	368.0	20.0	-	13.0	4.0	1.0	77.0	-	2.0	-	-	249.0	2.0	-	200.0	84.0	-	-
20 – 29	436.0	495.0	221.0	10.0	8.0	2.0	5.0	29.0	-	8.0	8.0	2.0	183.0	19.0	-	380.0	53.0	3.0	-
30 – 49	992.0	1100.0	695.0	74.0	-	20.0	30.0	14.0	1.0	10.0	26.0	8.0	187.0	35.0	-	888.0	101.0	2.0	1.0
50 – 54	171.0	201.0	116.0	16.0	-	22.0	8.0	-	-	1.0	5.0	5.0	20.0	8.0	-	147.0	18.0	6.0	-
55 – 59	82.0	100.0	44.0	4.0	-	37.0	5.0	1.0	-	2.0	1.0	-	4.0	2.0	-	66.0	14.0	2.0	-
60 – 64	157.0	196.0	40.0	9.0	-	138.0	6.0	-	-	-	-	1.0	2.0	-	-	120.0	35.0	2.0	-
65 и более	474.0	540.0	18.0	27.0	-	455.0	16.0	1.0	-	2.0	2.0	8.0	11.0	-	-	414.0	55.0	4.0	1.0
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Шорцы	12773.0	17944.0	4345.0	2448.0	189.0	2501.0	466.0	2037.0	423.0	525.0	19.0	5.0	4696.0	290.0	1.0	8050.0	4296.0	402.0	24.0
в том числе в возрасте, лет:																			
до 15	2663.0	4561.0	-	33.0	1.0	238.0	43.0	1563.0	-	188.0	-	1.0	2490.0	4.0	-	993.0	1459.0	194.0	17.0
15 – 19	1203.0	1832.0	84.0	114.0	136.0	127.0	16.0	272.0	24.0	84.0	2.0	-	965.0	8.0	-	659.0	463.0	77.0	4.0
20 – 29	1928.0	2460.0	1045.0	322.0	52.0	19.0	74.0	124.0	120.0	106.0	2.0	1.0	545.0	50.0	1.0	1439.0	445.0	41.0	2.0
30 – 49	4348.0	5467.0	2740.0	1155.0	-	129.0	217.0	72.0	240.0	113.0	13.0	3.0	605.0	180.0	-	3275.0	1028.0	44.0	1.0
50 – 54	672.0	894.0	320.0	185.0	-	174.0	60.0	4.0	33.0	6.0	1.0	-	79.0	32.0	-	465.0	192.0	15.0	-
55 – 59	301.0	426.0	88.0	84.0	-	207.0	19.0	-	6.0	4.0	-	-	7.0	11.0	-	187.0	103.0	11.0	-
60 – 64	462.0	666.0	48.0	155.0	-	438.0	11.0	2.0	-	8.0	1.0	-	2.0	1.0	-	273.0	174.0	15.0	-
65 и более	1196.0	1638.0	20.0	400.0	-	1169.0	26.0	-	-	16.0	-	-	3.0	4.0	-	759.0	432.0	5.0	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Эвенки	34610.0	52060.0	11230.0	4070.0	942.0	5018.0	1237.0	10521.0	889.0	922.0	107.0	19.0	16248.0	857.0	11.0	18536.0	14702.0	1324.0	37.0
в том числе в возрасте, лет:																			
до 15	10587.0	19819.0	-	191.0	1.0	685.0	179.0	8484.0	-	389.0	1.0	7.0	9858.0	24.0	5.0	2052.0	7842.0	669.0	19.0
15 – 19	4025.0	6602.0	388.0	268.0	651.0	364.0	115.0	1392.0	84.0	132.0	7.0	2.0	3131.0	68.0	-	1766.0	1954.0	292.0	13.0
20 – 29	5685.0	7099.0	3123.0	736.0	284.0	39.0	215.0	343.0	250.0	171.0	20.0	3.0	1695.0	220.0	5.0	4352.0	1240.0	85.0	3.0
30 – 49	9856.0	12362.0	6499.0	2040.0	6.0	353.0	500.0	288.0	526.0	165.0	64.0	6.0	1429.0	486.0	-	7477.0	2253.0	125.0	1.0
50 – 54	1317.0	1890.0	684.0	271.0	-	670.0	86.0	4.0	27.0	15.0	6.0	-	81.0	46.0	-	803.0	456.0	57.0	1.0
55 – 59	815.0	1203.0	288.0	138.0	-	707.0	34.0	1.0	2.0	10.0	3.0	-	13.0	7.0	-	466.0	310.0	39.0	-
60 – 64	861.0	1216.0	172.0	167.0	-	803.0	46.0	4.0	-	10.0	2.0	-	9.0	3.0	1.0	537.0	290.0	33.0	-
65 и более	1458.0	1860.0	76.0	258.0	-	1397.0	62.0	4.0	-	29.0	4.0	1.0	26.0	3.0	-	1080.0	354.0	24.0	-
возраст не указан	6.0	9.0	-	1.0	-	-	-	1.0	-	1.0	-	-	6.0	-	-	3.0	3.0	-	-
Эвены	18642.0	27819.0	6376.0	1730.0	539.0	2995.0	629.0	5938.0	532.0	352.0	51.0	14.0	8312.0	351.0	52.0	10098.0	7770.0	707.0	15.0
в том числе в возрасте, лет:																			
до 15	5638.0	10545.0	1.0	39.0	3.0	333.0	115.0	4714.0	-	159.0	-	5.0	5171.0	5.0	14.0	1040.0	4253.0	325.0	6.0
15 – 19	2079.0	3396.0	232.0	84.0	352.0	142.0	60.0	793.0	45.0	55.0	2.0	2.0	1608.0	21.0	4.0	895.0	1046.0	127.0	7.0
20 – 29	3212.0	3945.0	1834.0	352.0	172.0	28.0	96.0	237.0	189.0	65.0	15.0	1.0	855.0	101.0	10.0	2520.0	621.0	61.0	-
30 – 49	5116.0	6237.0	3523.0	809.0	12.0	261.0	247.0	184.0	284.0	47.0	28.0	6.0	632.0	204.0	21.0	4029.0	992.0	72.0	2.0
50 – 54	746.0	1133.0	387.0	143.0	-	499.0	36.0	6.0	13.0	7.0	3.0	-	23.0	16.0	1.0	408.0	286.0	51.0	-
55 – 59	556.0	836.0	204.0	92.0	-	501.0	28.0	1.0	1.0	2.0	1.0	-	5.0	1.0	-	306.0	220.0	30.0	-
60 – 64	460.0	650.0	111.0	85.0	-	432.0	18.0	-	-	1.0	1.0	-	2.0	-	1.0	291.0	145.0	23.0	-
65 и более	832.0	1074.0	83.0	126.0	-	799.0	29.0	2.0	-	16.0	1.0	-	15.0	3.0	-	608.0	206.0	18.0	-
возраст не указан	3.0	3.0	1.0	-	-	-	-	1.0	-	-	-	-	1.0	-	1.0	1.0	1.0	-	-
Энцы	197.0	286.0	63.0	4.0	5.0	30.0	9.0	81.0	22.0	-	-	-	72.0	-	-	113.0	79.0	5.0	-
в том числе в возрасте, лет:																			
до 15	55.0	87.0	-	-	-	3.0	-	36.0	-	-	-	-	48.0	-	-	26.0	26.0	3.0	-
15 – 19	36.0	55.0	5.0	-	5.0	7.0	-	13.0	3.0	-	-	-	22.0	-	-	18.0	17.0	1.0	-
20 – 29	30.0	37.0	18.0	-	-	-	3.0	7.0	8.0	-	-	-	1.0	-	-	23.0	7.0	-	-
30 – 49	55.0	72.0	37.0	3.0	-	1.0	3.0	16.0	11.0	-	-	-	1.0	-	-	38.0	17.0	-	-
50 – 54	9.0	15.0	3.0	1.0	-	7.0	2.0	2.0	-	-	-	-	-	-	-	3.0	6.0	-	-
55 – 59	5.0	9.0	-	-	-	5.0	-	4.0	-	-	-	-	-	-	-	1.0	4.0	-	-
60 – 64	1.0	2.0	-	-	-	1.0	-	1.0	-	-	-	-	-	-	-	-	1.0	-	-
65 и более	6.0	9.0	-	-	-	6.0	1.0	2.0	-	-	-	-	-	-	-	4.0	1.0	1.0	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Эскимосы	1534.0	2089.0	584.0	2.0	45.0	184.0	40.0	519.0	82.0	22.0	4.0	-	588.0	19.0	30.0	949.0	525.0	30.0	-
в том числе в возрасте, лет:																			
до 15	451.0	839.0	1.0	-	-	22.0	7.0	412.0	-	9.0	-	-	386.0	2.0	5.0	73.0	353.0	20.0	-
15 – 19	193.0	292.0	32.0	-	36.0	18.0	-	77.0	7.0	4.0	-	-	117.0	1.0	3.0	98.0	82.0	10.0	-
20 – 29	254.0	266.0	163.0	-	9.0	5.0	4.0	12.0	32.0	3.0	1.0	-	32.0	5.0	7.0	228.0	19.0	-	-
30 – 49	479.0	493.0	340.0	2.0	-	8.0	24.0	15.0	42.0	2.0	3.0	-	46.0	11.0	14.0	437.0	28.0	-	-
50 – 54	58.0	80.0	34.0	-	-	36.0	3.0	1.0	1.0	1.0	-	-	4.0	-	1.0	34.0	23.0	-	-
55 – 59	35.0	41.0	6.0	-	-	33.0	1.0	-	-	1.0	-	-	-	-	-	29.0	6.0	-	-
60 – 64	31.0	37.0	4.0	-	-	31.0	-	1.0	-	1.0	-	-	-	-	-	25.0	6.0	-	-
65 и более	33.0	41.0	4.0	-	-	31.0	1.0	1.0	-	1.0	-	-	3.0	-	-	25.0	8.0	-	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Юкагиры	1176.0	1806.0	449.0	71.0	56.0	178.0	38.0	403.0	9.0	14.0	2.0	-	578.0	8.0	1.0	594.0	531.0	50.0	-
в том числе в возрасте, лет:																			
до 15	383.0	739.0	-	4.0	-	27.0	6.0	323.0	-	2.0	-	-	376.0	1.0	1.0	58.0	291.0	33.0	-
15 – 19	121.0	209.0	9.0	4.0	35.0	2.0	3.0	55.0	-	2.0	-	-	99.0	-	-	41.0	72.0	8.0	-
20 – 29	198.0	252.0	121.0	13.0	20.0	-	8.0	14.0	3.0	6.0	1.0	-	63.0	3.0	-	146.0	50.0	2.0	-
30 – 49	317.0	379.0	250.0	37.0	1.0	14.0	16.0	11.0	6.0	3.0	1.0	-	37.0	3.0	-	256.0	60.0	1.0	-
50 – 54	48.0	80.0	38.0	7.0	-	31.0	2.0	-	-	-	-	-	2.0	-	-	19.0	26.0	3.0	-
55 – 59	33.0	50.0	16.0	3.0	-	30.0	1.0	-	-	-	-	-	-	-	-	18.0	13.0	2.0	-
60 – 64	30.0	41.0	7.0	3.0	-	29.0	2.0	-	-	-	-	-	-	-	-	20.0	9.0	1.0	-
65 и более	46.0	56.0	8.0	-	-	45.0	-	-	-	1.0	-	-	1.0	1.0	-	36.0	10.0	-	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Городское население																			
Абазины	12019.0	15717.0	4179.0	71.0	529.0	1236.0	535.0	2910.0	89.0	48.0	49.0	18.0	5340.0	713.0	14.0	8356.0	3586.0	63.0	-
в том числе в возрасте, лет:																			
до 15	2669.0	4849.0	-	-	-	11.0	20.0	2275.0	-	15.0	-	6.0	2519.0	3.0	-	513.0	2132.0	24.0	-
15 – 19	1344.0	2078.0	61.0	-	370.0	11.0	21.0	386.0	5.0	2.0	-	-	1184.0	38.0	2.0	629.0	690.0	23.0	-
20 – 29	2005.0	2343.0	987.0	10.0	159.0	5.0	43.0	142.0	22.0	9.0	7.0	1.0	800.0	158.0	3.0	1669.0	325.0	8.0	-
30 – 49	4043.0	4286.0	2507.0	49.0	-	56.0	262.0	102.0	54.0	17.0	34.0	9.0	741.0	455.0	4.0	3796.0	239.0	4.0	-
50 – 54	636.0	682.0	387.0	4.0	-	71.0	88.0	3.0	6.0	1.0	6.0	-	69.0	47.0	1.0	589.0	45.0	1.0	-
55 – 59	289.0	335.0	125.0	2.0	-	140.0	39.0	1.0	2.0	1.0	1.0	-	16.0	8.0	-	244.0	44.0	1.0	-
60 – 64	431.0	505.0	82.0	3.0	-	384.0	27.0	-	-	-	-	2.0	5.0	2.0	-	359.0	70.0	2.0	-
65 и более	596.0	637.0	30.0	3.0	-	558.0	35.0	1.0	-	3.0	1.0	-	5.0	1.0	-	555.0	41.0	-	-
возраст не указан	6.0	2.0	-	-	-	-	-	-	-	-	-	-	1.0	1.0	4.0	2.0	-	-	-
Алеуты	96.0	119.0	38.0	3.0	5.0	10.0	3.0	8.0	-	10.0	1.0	-	39.0	2.0	-	75.0	19.0	2.0	-
в том числе в возрасте, лет:																			
до 15	13.0	17.0	-	-	-	-	-	4.0	-	-	-	-	13.0	-	-	9.0	4.0	-	-
15 – 19	12.0	16.0	-	-	4.0	-	-	1.0	-	-	-	-	10.0	1.0	-	8.0	4.0	-	-
20 – 29	27.0	35.0	14.0	1.0	1.0	-	2.0	2.0	-	5.0	-	-	9.0	1.0	-	21.0	4.0	2.0	-
30 – 49	31.0	36.0	20.0	2.0	-	1.0	-	1.0	-	4.0	1.0	-	7.0	-	-	26.0	5.0	-	-
50 – 54	4.0	4.0	2.0	-	-	1.0	1.0	-	-	-	-	-	-	-	-	4.0	-	-	-
55 – 59	4.0	6.0	2.0	-	-	3.0	-	-	-	1.0	-	-	-	-	-	2.0	2.0	-	-
60 – 64	1.0	1.0	-	-	-	1.0	-	-	-	-	-	-	-	-	-	1.0	-	-	-
65 и более	4.0	4.0	-	-	-	4.0	-	-	-	-	-	-	-	-	-	4.0	-	-	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Бесермяне	665.0	933.0	393.0	141.0	26.0	165.0	24.0	43.0	5.0	5.0	2.0	1.0	126.0	2.0	-	418.0	226.0	21.0	-
в том числе в возрасте, лет:																			
до 15	47.0	77.0	-	-	-	2.0	-	28.0	-	-	-	-	47.0	-	-	17.0	30.0	-	-
15 – 19	56.0	89.0	2.0	2.0	19.0	7.0	-	5.0	-	1.0	-	-	53.0	-	-	26.0	27.0	3.0	-
20 – 29	88.0	120.0	74.0	14.0	7.0	-	1.0	7.0	-	1.0	-	-	16.0	-	-	63.0	18.0	7.0	-
30 – 49	261.0	332.0	240.0	57.0	-	10.0	7.0	3.0	2.0	2.0	1.0	1.0	7.0	2.0	-	191.0	69.0	1.0	-
50 – 54	67.0	106.0	48.0	28.0	-	19.0	7.0	-	2.0	-	1.0	-	1.0	-	-	32.0	31.0	4.0	-
55 – 59	28.0	42.0	17.0	6.0	-	15.0	3.0	-	1.0	-	-	-	-	-	-	16.0	10.0	2.0	-
60 – 64	47.0	69.0	7.0	15.0	-	44.0	2.0	-	-	1.0	-	-	-	-	-	28.0	16.0	3.0	-
65 и более	71.0	98.0	5.0	19.0	-	68.0	4.0	-	-	-	-	-	2.0	-	-	45.0	25.0	1.0	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Вепсы	3746.0	4791.0	1713.0	327.0	120.0	1548.0	130.0	202.0	19.0	32.0	4.0	4.0	654.0	38.0	1.0	2785.0	879.0	76.0	5.0
в том числе в возрасте, лет:																			
до 15	258.0	405.0	-	1.0	-	9.0	2.0	134.0	-	2.0	-	-	255.0	2.0	-	117.0	135.0	6.0	-
15 – 19	220.0	356.0	24.0	7.0	80.0	13.0	2.0	31.0	1.0	3.0	-	-	195.0	-	-	100.0	105.0	14.0	1.0
20 – 29	527.0	626.0	414.0	18.0	40.0	4.0	4.0	24.0	3.0	5.0	-	-	108.0	6.0	1.0	441.0	72.0	11.0	2.0
30 – 49	984.0	1125.0	843.0	84.0	-	35.0	30.0	11.0	11.0	13.0	3.0	-	72.0	23.0	-	851.0	126.0	6.0	1.0
50 – 54	390.0	552.0	268.0	47.0	-	199.0	14.0	1.0	4.0	2.0	-	-	13.0	4.0	-	244.0	130.0	16.0	-
55 – 59	148.0	225.0	72.0	17.0	-	132.0	3.0	-	-	-	-	-	-	1.0	-	78.0	63.0	7.0	-
60 – 64	269.0	378.0	59.0	46.0	-	252.0	17.0	-	-	-	-	-	3.0	1.0	-	170.0	89.0	10.0	-
65 и более	949.0	1123.0	32.0	107.0	-	904.0	58.0	1.0	-	7.0	1.0	4.0	8.0	1.0	-	783.0	159.0	6.0	1.0
возраст не указан	1.0	1.0	1.0	-	-	-	-	-	-	-	-	-	-	-	-	1.0	-	-	-
Долганы	1194.0	1613.0	412.0	12.0	170.0	120.0	37.0	164.0	29.0	78.0	2.0	1.0	582.0	6.0	1.0	791.0	386.0	14.0	2.0
в том числе в возрасте, лет:																			
до 15	290.0	414.0	-	-	-	18.0	7.0	95.0	-	30.0	-	1.0	263.0	-	1.0	170.0	113.0	6.0	-
15 – 19	226.0	365.0	9.0	1.0	113.0	12.0	3.0	26.0	3.0	13.0	-	-	185.0	-	-	95.0	124.0	6.0	1.0
20 – 29	280.0	365.0	152.0	4.0	56.0	3.0	6.0	23.0	10.0	12.0	1.0	-	96.0	2.0	-	199.0	78.0	2.0	1.0
30 – 49	298.0	338.0	222.0	5.0	1.0	5.0	16.0	12.0	16.0	21.0	1.0	-	36.0	3.0	-	258.0	40.0	-	-
50 – 54	26.0	38.0	15.0	1.0	-	15.0	2.0	2.0	-	1.0	-	-	1.0	1.0	-	14.0	12.0	-	-
55 – 59	22.0	24.0	5.0	-	-	17.0	-	1.0	-	-	-	-	1.0	-	-	20.0	2.0	-	-
60 – 64	22.0	31.0	7.0	-	-	22.0	-	2.0	-	-	-	-	-	-	-	13.0	9.0	-	-
65 и более	30.0	38.0	2.0	1.0	-	28.0	3.0	3.0	-	1.0	-	-	-	-	-	22.0	8.0	-	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Ижорцы	46.0	52.0	15.0	3.0	-	29.0	3.0	-	-	1.0	-	-	1.0	-	1.0	40.0	3.0	2.0	-
в том числе в возрасте, лет:																			
до 15	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
15 – 19	1.0	1.0	-	-	-	-	-	-	-	-	-	-	1.0	-	-	1.0	-	-	-
20 – 29	3.0	3.0	3.0	-	-	-	-	-	-	-	-	-	-	-	-	3.0	-	-	-
30 – 49	9.0	9.0	7.0	-	-	-	2.0	-	-	-	-	-	-	-	-	9.0	-	-	-
50 – 54	2.0	4.0	2.0	1.0	-	1.0	-	-	-	-	-	-	-	-	-	1.0	-	1.0	-
55 – 59	2.0	1.0	-	-	-	1.0	-	-	-	-	-	-	-	-	1.0	1.0	-	-	-
60 – 64	8.0	12.0	1.0	2.0	-	7.0	1.0	-	-	1.0	-	-	-	-	-	5.0	2.0	1.0	-
65 и более	21.0	22.0	2.0	-	-	20.0	-	-	-	-	-	-	-	-	-	20.0	1.0	-	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Ительмены	1012.0	1358.0	399.0	68.0	38.0	174.0	19.0	144.0	44.0	51.0	5.0	-	398.0	18.0	2.0	702.0	271.0	34.0	3.0
в том числе в возрасте, лет:																			
до 15	215.0	329.0	-	2.0	-	8.0	2.0	104.0	-	8.0	-	-	205.0	-	-	105.0	106.0	4.0	-
15 – 19	119.0	180.0	9.0	4.0	28.0	3.0	1.0	24.0	5.0	15.0	-	-	90.0	1.0	-	73.0	34.0	9.0	3.0
20 – 29	223.0	269.0	126.0	15.0	10.0	2.0	3.0	5.0	17.0	17.0	3.0	-	65.0	6.0	-	185.0	30.0	8.0	-
30 – 49	271.0	306.0	189.0	21.0	-	10.0	6.0	9.0	21.0	7.0	1.0	-	33.0	9.0	2.0	232.0	37.0	-	-
50 – 54	59.0	87.0	37.0	8.0	-	33.0	4.0	-	1.0	1.0	-	-	3.0	-	-	34.0	22.0	3.0	-
55 – 59	58.0	101.0	27.0	11.0	-	56.0	-	2.0	-	2.0	-	-	1.0	2.0	-	23.0	27.0	8.0	-
60 – 64	34.0	47.0	6.0	7.0	-	31.0	2.0	-	-	-	1.0	-	-	-	-	23.0	9.0	2.0	-
65 и более	32.0	38.0	4.0	-	-	31.0	1.0	-	-	1.0	-	-	1.0	-	-	26.0	6.0	-	-
возраст не указан	1.0	1.0	1.0	-	-	-	-	-	-	-	-	-	-	-	-	1.0	-	-	-
Камчадалы	1030.0	1476.0	385.0	189.0	18.0	200.0	24.0	165.0	60.0	15.0	14.0	-	369.0	37.0	2.0	615.0	379.0	33.0	1.0
в том числе в возрасте, лет:																			
до 15	242.0	379.0	-	-	-	6.0	4.0	127.0	-	5.0	-	-	237.0	-	1.0	112.0	120.0	9.0	-
15 – 19	99.0	131.0	5.0	3.0	12.0	1.0	2.0	20.0	4.0	1.0	1.0	-	77.0	5.0	-	68.0	30.0	1.0	-
20 – 29	146.0	180.0	85.0	17.0	6.0	1.0	3.0	10.0	11.0	1.0	3.0	-	37.0	6.0	-	114.0	30.0	2.0	-
30 – 49	315.0	422.0	217.0	94.0	-	6.0	9.0	8.0	41.0	3.0	6.0	-	14.0	24.0	1.0	210.0	100.0	4.0	-
50 – 54	85.0	141.0	50.0	30.0	-	45.0	4.0	-	4.0	2.0	3.0	-	2.0	1.0	-	37.0	40.0	8.0	-
55 – 59	44.0	74.0	17.0	12.0	-	42.0	2.0	-	-	1.0	-	-	-	-	-	21.0	16.0	7.0	-
60 – 64	43.0	69.0	7.0	16.0	-	43.0	-	-	-	1.0	1.0	-	1.0	-	-	21.0	19.0	2.0	1.0
65 и более	56.0	80.0	4.0	17.0	-	56.0	-	-	-	1.0	-	-	1.0	1.0	-	32.0	24.0	-	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Кеты	199.0	283.0	73.0	7.0	15.0	31.0	5.0	42.0	5.0	14.0	2.0	1.0	85.0	3.0	-	125.0	64.0	10.0	-
в том числе в возрасте, лет:																			
до 15	36.0	71.0	-	-	-	8.0	-	27.0	-	-	-	-	36.0	-	-	6.0	25.0	5.0	-
15 – 19	35.0	60.0	4.0	2.0	13.0	3.0	-	3.0	-	4.0	2.0	-	29.0	-	-	15.0	15.0	5.0	-
20 – 29	37.0	46.0	20.0	-	1.0	-	-	8.0	3.0	3.0	-	1.0	10.0	-	-	28.0	9.0	-	-
30 – 49	64.0	75.0	43.0	5.0	1.0	1.0	3.0	4.0	2.0	5.0	-	-	8.0	3.0	-	53.0	11.0	-	-
50 – 54	7.0	8.0	4.0	-	-	1.0	1.0	-	-	-	-	-	2.0	-	-	6.0	1.0	-	-
55 – 59	4.0	6.0	2.0	-	-	3.0	-	-	-	1.0	-	-	-	-	-	2.0	2.0	-	-
60 – 64	8.0	8.0	-	-	-	7.0	1.0	-	-	-	-	-	-	-	-	8.0	-	-	-
65 и более	8.0	9.0	-	-	-	8.0	-	-	-	1.0	-	-	-	-	-	7.0	1.0	-	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Коряки	2368.0	3270.0	731.0	61.0	146.0	276.0	61.0	551.0	170.0	231.0	9.0	2.0	943.0	89.0	8.0	1578.0	685.0	70.0	27.0
в том числе в возрасте, лет:																			
до 15	692.0	1103.0	-	1.0	1.0	50.0	9.0	418.0	-	62.0	5.0	-	554.0	3.0	-	297.0	379.0	16.0	-
15 – 19	411.0	689.0	35.0	6.0	129.0	46.0	15.0	84.0	17.0	90.0	2.0	1.0	253.0	11.0	1.0	227.0	117.0	40.0	26.0
20 – 29	430.0	493.0	219.0	14.0	16.0	2.0	16.0	24.0	40.0	41.0	2.0	-	83.0	36.0	1.0	367.0	60.0	2.0	-
30 – 49	648.0	737.0	405.0	36.0	-	26.0	19.0	24.0	108.0	32.0	-	1.0	48.0	38.0	6.0	557.0	76.0	8.0	1.0
50 – 54	77.0	106.0	44.0	1.0	-	47.0	2.0	1.0	5.0	2.0	-	-	3.0	1.0	-	50.0	25.0	2.0	-
55 – 59	47.0	68.0	22.0	1.0	-	43.0	-	-	-	-	-	-	2.0	-	-	27.0	19.0	1.0	-
60 – 64	23.0	28.0	4.0	-	-	22.0	-	-	-	2.0	-	-	-	-	-	19.0	3.0	1.0	-
65 и более	40.0	46.0	2.0	2.0	-	40.0	-	-	-	2.0	-	-	-	-	-	34.0	6.0	-	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Кумандинцы	1522.0	2113.0	597.0	267.0	64.0	334.0	94.0	174.0	15.0	53.0	2.0	5.0	490.0	18.0	-	982.0	491.0	47.0	2.0
в том числе в возрасте, лет:																			
до 15	180.0	331.0	-	10.0	-	7.0	8.0	126.0	-	4.0	-	-	176.0	-	-	44.0	121.0	15.0	-
15 – 19	156.0	278.0	18.0	25.0	53.0	15.0	4.0	28.0	-	5.0	-	-	130.0	-	-	55.0	81.0	19.0	1.0
20 – 29	245.0	321.0	134.0	45.0	11.0	4.0	8.0	12.0	4.0	18.0	-	-	83.0	2.0	-	176.0	62.0	7.0	-
30 – 49	530.0	653.0	371.0	104.0	-	17.0	27.0	8.0	10.0	17.0	2.0	1.0	80.0	16.0	-	409.0	119.0	2.0	-
50 – 54	121.0	156.0	56.0	26.0	-	34.0	19.0	-	1.0	4.0	-	-	16.0	-	-	86.0	35.0	-	-
55 – 59	38.0	48.0	10.0	4.0	-	25.0	5.0	-	-	2.0	-	-	2.0	-	-	28.0	10.0	-	-
60 – 64	61.0	85.0	6.0	16.0	-	59.0	2.0	-	-	-	-	2.0	-	-	-	42.0	15.0	3.0	1.0
65 и более	191.0	241.0	2.0	37.0	-	173.0	21.0	-	-	3.0	-	2.0	3.0	-	-	142.0	48.0	1.0	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Манси	5487.0	7234.0	1975.0	453.0	315.0	640.0	134.0	876.0	88.0	154.0	9.0	7.0	2512.0	71.0	7.0	3811.0	1585.0	83.0	1.0
в том числе в возрасте, лет:																			
до 15	1619.0	2321.0	-	6.0	2.0	31.0	16.0	691.0	-	54.0	-	-	1514.0	7.0	2.0	938.0	654.0	25.0	-
15 – 19	773.0	1086.0	58.0	14.0	232.0	35.0	10.0	110.0	1.0	20.0	-	-	602.0	4.0	-	482.0	269.0	22.0	-
20 – 29	917.0	1095.0	564.0	74.0	80.0	8.0	16.0	33.0	24.0	41.0	-	1.0	233.0	21.0	1.0	745.0	164.0	6.0	1.0
30 – 49	1550.0	1867.0	1177.0	245.0	1.0	54.0	65.0	36.0	62.0	30.0	7.0	5.0	150.0	35.0	3.0	1242.0	290.0	15.0	-
50 – 54	182.0	254.0	106.0	30.0	-	90.0	12.0	2.0	1.0	2.0	-	1.0	7.0	3.0	-	117.0	58.0	7.0	-
55 – 59	86.0	127.0	30.0	16.0	-	76.0	4.0	-	-	-	-	-	1.0	-	-	47.0	37.0	2.0	-
60 – 64	127.0	174.0	21.0	22.0	-	122.0	4.0	1.0	-	2.0	2.0	-	-	-	-	84.0	39.0	4.0	-
65 и более	232.0	308.0	19.0	46.0	-	224.0	7.0	2.0	-	5.0	-	-	4.0	1.0	1.0	156.0	73.0	2.0	-
возраст не указан	1.0	2.0	-	-	-	-	-	1.0	-	-	-	-	1.0	-	-	-	1.0	-	-
Нагайбаки	1447.0	1872.0	686.0	212.0	67.0	440.0	45.0	48.0	11.0	16.0	1.0	3.0	337.0	6.0	-	1050.0	369.0	28.0	-
в том числе в возрасте, лет:																			
до 15	90.0	120.0	-	1.0	-	3.0	2.0	26.0	-	-	-	-	88.0	-	-	60.0	30.0	-	-
15 – 19	144.0	206.0	15.0	3.0	50.0	1.0	-	8.0	-	2.0	-	-	127.0	-	-	86.0	54.0	4.0	-
20 – 29	212.0	251.0	147.0	9.0	17.0	2.0	1.0	12.0	2.0	4.0	-	1.0	55.0	1.0	-	179.0	27.0	6.0	-
30 – 49	425.0	534.0	351.0	92.0	-	9.0	19.0	1.0	5.0	5.0	-	1.0	47.0	4.0	-	318.0	105.0	2.0	-
